user_id,inf,weibo_num,focus_num,fans_num
这个芝士不太冷,??男/北京    ??    ,6144,349,879358
中国日报中文网,??男/北京    ??    ,19547,300,449778
布道宽窄,??男/四川    ??    ,15484,196,596940
记者陈青青,??女/北京    ??    ,1346,701,172468
阚国臣v,??男/黑龙江    ??    ,1372,4610,10053
廾匸_R??女/其他    ??    ,虽千万人吾往矣。20.12.20,132,122,1955
河南大事小事,??男/河南    ??    ,19245,3024,134412
那件小事,??女/陕西    ??    ,1658,354,163
掰腿老黄,??男/北京    ??    ,23134,1433,630575
投行泰山,??男/海外    ??    ,47721,28,350279
Diamond昕妤,??女/四川    ??    ,1968,330,1525
健康杭州,??男/浙江    ??    ,14060,146,3768
YD大佬易,??女/河南    ??    ,229,96,90
虎扑篮球,??女/上海    ??    ,143389,1077,11833643
浙江在线,??男/浙江    ??    ,95312,1384,1040245
刘宥宥Anna??女/山西    ??    ,黑夜无论怎么幽长，白昼总会到来,1072,276,307
四川发布,??男/四川    ??    ,73398,393,6550340
张颐武,??男/北京    ??    ,24189,925,9226693
中国森林消防,??男/北京    ??    ,6203,522,1375002
无锡新周刊,??男/江苏    ??    ,21914,239,32434
五环短视频,??男/浙江    ??    ,11955,7013,890701
学妇产科的董小姐,??女/山东    ??    ,2697,373,254231
反观察??男/河北    ??    ,平淡的一切平淡的心,2356,934,437
医疗圈那点事,??男/北京    ??    ,45321,297,1447426
津彩生活,??男/香港    ??    ,84436,2245,267440
霍小兵,??男/北京    ??    ,192382,1736,626050
青年励志语录,??女/上海    ??    ,28921,285,1512398
王小波18,??男/北京    ??    ,1241,1823,470667
凤凰视频客户端,??男/北京    ??    ,17045,297,298900
青团姑娘,??女/北京    ??    ,7859,551,341467
红网,??男/湖南    ??    ,74163,877,3545751
应急管理部,??男/北京    ??    ,13627,227,1912849
北京发布,??男/北京    ??    ,71612,610,8701821
新任校长,??女/山东    ??    ,7617,556,919589
武汉微博房产,??男/湖北    ??    ,28887,468,784511
覃道锐医生,??男/四川    ??    ,2266,138,2937488
安徽公安在线,??男/安徽    ??    ,54129,1268,6630826
童话里你的样子,??女/其他    ??    ,4212,120,2632
蒙萌??女/陕西    ??    ,工作邮箱:   fionamengmeng@126.com,2131,492,4689
红星视频,??男/四川    ??    ,28164,821,1801105
喵娘叫做徐小喵,??女/上海    ??    ,6169,260,335802
陶永谊,??男/北京    ??    ,17829,1757,542265
百盛説,??男/上海    ??    ,6555,1179,408640
首尔星河湾_koreatong,??男/海外    ??    ,13083,1946,178643
李英航,??男/北京    ??    ,7050,2218,32494
航空物语,??女/北京    ??    ,40391,911,6238677
教头是也,??男/北京    ??    ,146966,4881,203520
人才76116,??男/上海    ??    ,14904,175,788925
龙魂骑兵,??男/浙江    ??    ,64285,18575,1935429
健康泗县,??男/安徽    ??    ,11870,78,10695
杨书琴YSQ??女/河南    ??    ,雨过琴书润 风来翰墨香,665,167,82
思多金,??男/上海    ??    ,8348,76,975629
质子研投,??男/北京    ??    ,28545,3180,136023
整形我有料,??女/四川    ??    ,5270,698,462173
建德发布,??女/浙江    ??    ,31212,963,68320
杜旸YangDu,??女/海外    ??    ,4612,1978,236914
刘梦雅917,??女/四川    ??    ,573,6,129
广西日报,??男/广西    ??    ,131507,1340,7018866
小小女子看风云,??女/浙江    ??    ,1114,155,1015
Abner巴基,??男/浙江    ??    ,14327,2074,304219
中国儿科医生,??男/广东    ??    ,6127,1361,545215
媒体人张晓磊,??男/山东    ??    ,47235,450,15282853
上海体育发布,??男/上海    ??    ,13634,668,672627
检察日报,??男/北京    ??    ,58526,1271,3180663
玛纳斯检察,??男/新疆    ??    ,15803,198,196359
济南时报,??男/山东    ??    ,90449,1612,2633741
中医范圣华,??男/北京    ??    ,5223,359,1025704
人民视频,??男/北京    ??    ,21764,457,10439297
津卫十足,??女/天津    ??    ,5165,122,122409
猛逸,??男/湖北    ??    ,3002,3304,137295
Xjj_无争,??男/陕西    ??    ,2013,5825,257446
英伦圈,??男/海外    ??    ,5376,383,132800
何谓意识,??女/广东    ??    ,12093,1689,208167
热事我在看,??女/北京    ??    ,6029,67,457723
武汉身边事,??女/湖北    ??    ,120697,2874,1163414
青蕉视频,??女/四川    ??    ,19372,186,4503438
军事论潭,??男/北京    ??    ,42729,3244,146615
西安牙医老聂,??男/陕西    ??    ,18634,2660,126156
周先生与生活,??男/江苏    ??    ,529,82,538
如瑞法师,??女/山西    ??    ,5870,78,711383
凑合在德国,??女/海外    ??    ,9877,252,23916
郑州热点事儿,??男/其他    ??    ,7444,265,1062816
腾讯医典,??男/广东    ??    ,6207,340,1060775
孔庆东,??男/北京    ??    ,120923,748,4162898
嘉陵检察,??男/四川    ??    ,13345,351,22893
成都校园,??男/四川    ??    ,36158,762,637592
贵州监狱,??男/贵州    ??    ,24382,819,278734
左江的芦苇花花,??女/广西    ??    ,11789,1393,1609
陕西发布,??女/陕西    ??    ,49349,299,1441814
微博台灣,??女/台湾    ??    ,28133,938,1820425
中一在线,??男/浙江    ??    ,61023,3376,1288091
悦纷享张悦,??女/浙江    ??    ,3423,889,105722
白l皛l皛,??男/湖北    ??    ,245,131,484
胡敏老师,??男/北京    ??    ,3524,497,1484258
夏天的陈小舒,??女/海外    ??    ,11085,1232,1892093
桂哥猎手VIP777,??男/上海    ??    ,73172,4083,91728
岳阳共青团,??男/其他    ??    ,10026,237,29898
黄致列的皇贵妃,??女/海外    ??    ,18902,536,1611
御史在途,??男/湖南    ??    ,7578,2202,379892
美术生2B青年,??男/广东    ??    ,23623,1501,1254828
宾大杨国斌??男/其他    ??    ,传播学、社会学教授。著《红卫兵世代与政治激进》《连线力：中...,1060,699,34140
云南网,??男/云南    ??    ,139149,443,1283434
范炜,??男/山西    ??    ,27055,3032,2008477
云南消防,??男/云南    ??    ,33223,1685,936304
风云梦远,??男/江苏    ??    ,7183,319,185212
广州从化发布,??男/广东    ??    ,13757,217,66964
凤凰网科技,??男/北京    ??    ,67301,1153,3430884
马丁马小虎,??男/北京    ??    ,16657,1348,4693883
北京12320在聆听,??女/北京    ??    ,31499,421,2210788
中国计量大学,??男/浙江    ??    ,11115,503,44244
陕西省文化和旅游厅,??男/陕西    ??    ,23946,476,1660645
幸福临潼,??男/广东    ??    ,88121,7177,261861
广东新闻广播,??男/广东    ??    ,7246,270,1141372
坡坡Depol,??男/广东    ??    ,4397,160,2326323
一点资讯,??男/北京    ??    ,36184,2239,3557565
伊万卡粉丝团,??女/海外    ??    ,8584,587,131777
成都青白江,??男/四川    ??    ,54643,316,308810
卿所不知道的西安,??女/北京    ??    ,4439,142,89526
母婴一点通??男/云南    ??    ,今年的春节不太一般，深居好几线的家乡小城也和全国各地一样正在紧张抗击新冠肺炎。每天从清晨天蒙蒙亮就告别家小开始筹集各项物资，直至深夜踏着月光带着疲惫回家，每一天都是上战场的节奏。没有休息，很少吃饭，不敢多喝热水不是因为不知道多喝热水可以有利于抵抗病毒，而是因为奔忙路上鲜...,2,207,14
张谦南,??男/其他    ??    ,197,370,11153
话匣子FM,??女/上海    ??    ,5946,379,1467018
湖南卫视何小庭0619,??男/海外    ??    ,19526,2240,1011825
广东天气,??男/广东    ??    ,58868,320,2108688
天涯社区,??男/北京    ??    ,35064,409,8204173
孤烟暮蝉,??女/其他    ??    ,112880,2073,6371736
无心简影,??男/重庆    ??    ,28921,740,747781
鲜花安小安,??女/北京    ??    ,4780,2120,81893
你不知道的南京事,??男/北京    ??    ,4180,172,100125
中国共青团网,??男/北京    ??    ,30949,2233,1172358
皇马球迷资讯,??女/海外    ??    ,28256,185,777541
西安外国语大学,??女/陕西    ??    ,15034,270,93554
海南日报,??男/海南    ??    ,78644,1564,7201453
营养医师王兴国,??男/辽宁    ??    ,19671,396,1164074
沈阳铁路,??男/辽宁    ??    ,83286,491,1106290
最hot视频集合地,??女/北京    ??    ,5703,125,59271
白帽蓝衣,??男/山西    ??    ,44909,1249,334598
金融侠女盈盈,??女/其他    ??    ,12150,421,1012792
搞笑沙雕集中营,??女/其他    ??    ,27057,70,46243
四川日报,??男/四川    ??    ,36392,2392,7935860
胳膊肘子鲸,??女/北京    ??    ,2884,1336,767
子夜木须染,??男/海外    ??    ,832,397,75357
美术印象馆,??女/北京    ??    ,9537,50,1240860
环球时报-英文版,??男/北京    ??    ,80095,265,837810
凯蒂__酱,??女/上海    ??    ,217,405,532
芝芝霉霉_,??女/其他    ??    ,19,201,28
北堂茉染,??女/海外    ??    ,8276,133,272
泰国网,??男/海外    ??    ,26030,265,1576520
南通电视台,??男/江苏    ??    ,26618,151,502608
樊竹云吖??女/山西    ??    ,一个播音女大学生,26,111,1087
环球人物杂志,??男/北京    ??    ,29913,86,7644636
瘦不了的中医肥猫,??男/安徽    ??    ,4267,89,19403
百姓关注,??男/贵州    ??    ,33464,429,1060347
青年说,??男/北京    ??    ,32628,952,2083719
半岛晨报,??男/辽宁    ??    ,169002,1143,9709405
延参法师,??男/河北    ??    ,52348,1848,44557409
保利发展在湖北,??女/其他    ??    ,145,18,1717
燕垒生,??男/浙江    ??    ,5742,211,110495
水皮,??男/北京    ??    ,7878,341,7633531
徐州发布,??男/江苏    ??    ,52539,663,689478
惠大夫在江湖,??男/辽宁    ??    ,10854,758,1906846
梵蒂冈新闻网,??男/海外    ??    ,17149,1798,33083
不会吃鸡的抖抖,??女/福建    ??    ,35,93,126
黑娃,??男/陕西    ??    ,34576,4720,150755
叕垒垒叠叠??男/江苏    ??    ,各家媒体看过来，这个灯光秀你们见过吗？她叫邓煌，网名,42429,4712,4265
浦东发布,??女/上海    ??    ,53070,1569,468247
央视网快看,??男/北京    ??    ,173850,879,5105046
月明如水的娜可露,??男/北京    ??    ,6623,280,48947
佳爷房谈王佳,??男/北京    ??    ,16315,1127,713664
SEEUATTHETOP,??男/其他    ??    ,2571,1095,116
健康成都官微,??女/四川    ??    ,37081,476,1917603
o0O给自己加V??女/湖北    ??    ,余生很长，何必慌张,892,63,148
林耘,??男/北京    ??    ,27174,411,439158
南通那点事儿,??男/江苏    ??    ,19987,1619,876167
第一时间,??男/北京    ??    ,43974,448,13320029
龙虎榜策略为师,??男/上海    ??    ,12954,2106,42106
成都万象事,??男/四川    ??    ,3362,2455,123829
山西省人民政府,??男/山西    ??    ,21312,31,143679
新浪娱乐,??女/北京    ??    ,161117,3381,41611591
wu2198,??女/广西    ??    ,73949,0,10573004
厦门日报,??男/福建    ??    ,113332,902,857768
晋城通,??男/山西    ??    ,32103,4060,580291
深圳校园,??男/广东    ??    ,6528,518,23151
宣城公安在线,??男/安徽    ??    ,34369,648,586516
奏耐天津,??男/天津    ??    ,333599,4089,1983450
芜湖反邪教,??男/安徽    ??    ,70864,287,105116
吕辉梵,??男/其他    ??    ,206,1086,4503
hk少女组合,??女/湖北    ??    ,5691,94,771
PARADOXONCEMORE,??女/上海    ??    ,17734,351,1748
了不起的中国制造,??女/北京    ??    ,10757,629,733666
抚州临川发布,??女/江西    ??    ,76905,228,256531
北美世界日報,??男/海外    ??    ,7388,293,1021126
鹊桔,??男/广东    ??    ,3439,428,121813
杭州发布,??女/浙江    ??    ,62057,372,3744222
豆果美食,??女/北京    ??    ,31572,1135,2811565
人民数据,??女/北京    ??    ,12167,481,278983
阿般啰视多具啰,??女/其他    ??    ,36383,21,413602
云南政法,??男/云南    ??    ,41387,850,38119
温州草根微博,??男/浙江    ??    ,64909,0,2458313
陀思妥耶夫斯基-,??男/其他    ??    ,2087,1792,2470
人民陆军,??男/北京    ??    ,1221,61,1748542
kano_dayo,??女/海外    ??    ,501,40,68641
四川反邪教,??男/四川    ??    ,59050,578,56084
数码科技黑莓会,??男/广东    ??    ,50425,17542,179475
春雨医生,??男/北京    ??    ,12732,1318,1583001
南京日报,??男/江苏    ??    ,24134,850,6335369
一人谈视频,??男/浙江    ??    ,3200,1430,1347571
杭州城管,??男/浙江    ??    ,38219,1295,116099
日本共同社,??男/海外    ??    ,34038,133,2930218
拉房哥,??男/北京    ??    ,12124,365,273345
大嘴韩乔生,??男/北京    ??    ,9726,768,14936584
孝感发布,??男/湖北    ??    ,23288,315,1181742
壁纸屋-,??女/浙江    ??    ,384,52,23312
龙de意志,??男/海外    ??    ,6004,56,532814
精彩短视频礼赞新中国,??男/北京    ??    ,718,4,311983
湖南省博物馆,??女/湖南    ??    ,4546,210,430769
金昌交警支队,??男/甘肃    ??    ,65136,1010,121991
百度UFC吧官方微博,??男/北京    ??    ,11278,36,425132
王宗安,??男/北京    ??    ,16503,686,29392
耕夫中医,??男/北京    ??    ,12791,446,786513
慕笑尘??女/湖南    ??    ,"Just breathe,you can see the miracle...",2218,227,288
湖南交通频道官方微博,??男/湖南    ??    ,95198,1291,1047215
怀旧老动画,??女/北京    ??    ,12492,146,120795
蛮大的,??男/其他    ??    ,278,45,360002
西安直播,??女/陕西    ??    ,76457,1645,876969
西安发布,??男/陕西    ??    ,84230,421,1510200
人民法院报,??男/北京    ??    ,64954,696,3753154
巡视猪,??男/北京    ??    ,9850,327,32327
东8区编辑室,??女/北京    ??    ,2024,244,208165
打奥特曼de小怪兽,??男/其他    ??    ,19232,1198,363342
郑州晚报,??男/河南    ??    ,131378,895,5067915
南京广播网,??男/江苏    ??    ,9031,243,580829
哈尔滨身边事,??女/黑龙江    ??    ,39185,2232,1278873
了不起的王马丁,??男/上海    ??    ,9501,234,61097
微微女友,??女/其他    ??    ,23371,3189,154547
ta是大明星,??男/北京    ??    ,31954,425,476510
南宁微博头条,??男/广西    ??    ,56123,2339,1173197
曲江新区,??女/陕西    ??    ,48245,159,792139
我叫杜云婷,??女/江苏    ??    ,397,1448,249236
魔术牙医徐勇刚,??男/湖北    ??    ,1476,97,274780
陕西吃喝玩乐播报,??男/陕西    ??    ,26454,700,654293
浙样红TV,??男/浙江    ??    ,31538,554,2995707
快乐哈哩,??男/河南    ??    ,233650,1599,167815
__青楼满座,??男/山东    ??    ,2054,1812,114891
宽窄有度,??男/四川    ??    ,11026,447,2658241
叶空是否知晓一切,??女/海外    ??    ,37031,562,2564
火星跑步者,??男/北京    ??    ,145130,3554,596127
好的女王樣,??男/湖北    ??    ,328,170,4509
和谐宽城,??女/吉林    ??    ,45884,490,133135
学习军团,??男/北京    ??    ,6740,55,1212857
双流区妇女联合会,??女/四川    ??    ,30117,676,2070
美国侨报网,??男/海外    ??    ,58170,763,727169
红哥爆料,??男/福建    ??    ,15398,141,216399
人民公安报,??男/北京    ??    ,25907,158,3077098
中国足球报道,??男/北京    ??    ,106647,1925,7546677
余姚-知行者,??男/浙江    ??    ,6808,422,704
马文先生,??男/海外    ??    ,3385,2504,23543
Six_Green,??女/河南    ??    ,259,304,610
北美顾问,??男/海外    ??    ,17943,270,1502460
来自星星的大白白白KK,??女/浙江    ??    ,7654,698,630
奥兹医生_DrOz,??男/海外    ??    ,159,2,230064
庆阳那些事儿,??男/甘肃    ??    ,12612,717,205962
陪小朋友一起斩妖除魔,??女/海外    ??    ,1715,279,23
生殖男科医生李晓,??男/山东    ??    ,6584,395,160802
梁上進henderson,??男/广东    ??    ,3665,472,2467028
旅行笔迹,??男/陕西    ??    ,18701,604,1104763
LongforShort,??男/四川    ??    ,3582,411,53507
屁儿桃桃,??女/海外    ??    ,3402,1891,1263171
学畜日常,??男/重庆    ??    ,1944,150,1444781
联合国开发计划署,??女/北京    ??    ,8937,292,291369
设计师长明,??男/上海    ??    ,39,198,118
爱股票APP,??男/北京    ??    ,55421,857,322477
第一亿颗星,??女/山东    ??    ,6388,370,367013
河北消防,??男/河北    ??    ,20405,788,2461923
南充播报,??男/四川    ??    ,39847,231,298321
寻找地外生命,??女/北京    ??    ,8464,172,525343
戴凯,??男/海外    ??    ,4075,120,1108907
深圳特区报,??男/广东    ??    ,106858,812,8316810
武汉2049V??男/山东    ??    ,很多人不知道，得了糖尿病，很有可能会被截肢。,20810,521,35692
Alto茶莉茉??女/浙江    ??    ,水至清则无鱼，一排练则无敌。,4907,365,1062
北京地铁,??女/北京    ??    ,46319,514,4986737
健康陇南,??男/甘肃    ??    ,18814,1737,3962
澳大利亚SBS广播公司,??女/海外    ??    ,46590,431,532646
仝潇华,??女/海外    ??    ,6760,159,586696
安亚轩丶,??男/河北    ??    ,364,285,9579
灰姑娘也会有春天的啊??女/山东    ??    ,万人追不如一人疼，万人宠不如一人懂。,152,393,151
老衲法号土狗,??男/北京    ??    ,2825,987,15767
老记宋军,??男/江苏    ??    ,177981,13776,693122
李在这里吗,??男/吉林    ??    ,4588,2777,20987
张颂恩,??男/海外    ??    ,2788,201,90772
N视频,??女/广东    ??    ,20120,242,5776696
复旦大学,??男/上海    ??    ,12936,2074,3864400
许子东,??男/香港    ??    ,3401,186,981252
巴黎野城,??男/海外    ??    ,20367,619,53146
小手大艺,??女/广东    ??    ,532,344,47827
实践是检验真理标准??女/其他    ??    ,我就是爱音乐,2823,568,215
指尖长春,??男/吉林    ??    ,31958,1907,1378466
凉拌草莓丶,??男/上海    ??    ,203,71,301
这里是荷兰,??男/海外    ??    ,925,1087,34425
凌云MikeLing,??男/海外    ??    ,16672,2191,1772974
林小暖bella,??女/天津    ??    ,19792,1158,2519465
军机特情局,??男/其他    ??    ,2559,313,53208
温哥华FUN,??女/海外    ??    ,12450,2693,552468
一人一股,??男/广东    ??    ,25803,1118,205217
TAO0309,??女/北京    ??    ,441,52,103
台海网,??男/福建    ??    ,7144,131,78356
许亿秒,??女/其他    ??    ,5152,687,1499471
哈尔滨发布,??男/黑龙江    ??    ,34544,161,3370083
大江网,??男/江西    ??    ,76577,494,977328
淡若輕灯,??男/吉林    ??    ,3401,1376,222389
春天会再次来临,??女/四川    ??    ,7464,1429,1189
菠菜逛基辅,??男/河北    ??    ,705,62,4035
凯恩斯,??男/北京    ??    ,33914,412,2426319
平安武汉,??男/湖北    ??    ,96624,530,2215305
中国军视网,??男/北京    ??    ,25207,336,5770354
杭州应急管理,??男/浙江    ??    ,14280,177,60626
湛江同城,??男/广东    ??    ,19333,388,82706
杭州日报,??男/浙江    ??    ,28350,707,2470512
小傻傻颖,??女/云南    ??    ,4350,2107,3051
揭露地球,??男/其他    ??    ,18608,398,5730501
平安辽宁,??男/辽宁    ??    ,81859,5070,3410445
中时,??男/台湾    ??    ,8958,391,77635
嘈点君,??男/广东    ??    ,21353,719,192750
青I嵐,??男/上海    ??    ,8453,1146,8657
周鱼,??男/上海    ??    ,14537,607,9004910
科学懂不懂,??男/北京    ??    ,29719,117,3050285
吾皇嘉树,??男/陕西    ??    ,7953,1562,3462
尼克安闲,??男/江苏    ??    ,126385,3515,51305
山东交通广播,??男/山东    ??    ,14135,701,408831
-四分三十三秒-,??男/山东    ??    ,28846,648,7184767
相公有约,??男/浙江    ??    ,17254,918,2091
刘家亘,??男/四川    ??    ,1057,317,11507
山西反邪教,??男/山西    ??    ,50248,707,373250
凉山昭觉111111??男/四川    ??    ,昭觉位于凉山州中部偏东，北端普雄火车站，南临布拖县，东接美...,22918,1336,101373
上海大学顾传青,??男/上海    ??    ,24067,671,12415
赣州微资讯,??男/江西    ??    ,12332,1019,272110
军事博主,??男/北京    ??    ,11457,47,656289
谯蓝蓝??女/北京    ??    ,北京享通嘉晔国际贸易有限公司   国际货运，代理进出口，报关...,2151,392,1105
科技一方,??男/其他    ??    ,2651,480,1178287
江西仙女湖,??男/江西    ??    ,10555,421,41274
风吟天下,??男/北京    ??    ,22318,1746,3184284
蓝胖子嘤嘤怪,??男/甘肃    ??    ,292,47,61920
我住在这里的理由,??男/江苏    ??    ,5036,416,1784240
微博音乐,??男/北京    ??    ,41307,2212,6761173
深圳卫视_正午30分,??女/广东    ??    ,19857,166,440315
小狗的奇妙女友_粽_粽,??女/海外    ??    ,41842,909,8909
神奇的微生物世界,??女/北京    ??    ,6505,35,162452
义勇军--鬼谷子,??男/广西    ??    ,144561,6625,14688953
诗意海蓝色,??男/山东    ??    ,7379,1865,1067268
北京台春晚,??男/北京    ??    ,8501,704,1108508
梅新育,??男/北京    ??    ,58873,216,1362950
久久大表姐,??女/北京    ??    ,7727,756,1091982
贵州省未成年犯管教所,??女/贵州    ??    ,41585,1302,87071
污力小笙,??女/北京    ??    ,5036,121,403367
某魏先生,??男/山东    ??    ,932,1476,2168
FATIII,??男/其他    ??    ,33458,812,3406429
平安天津滨海,??女/天津    ??    ,23210,944,299355
长安皖韵,??男/安徽    ??    ,22025,392,41959
孝感网槐荫论坛,??女/湖北    ??    ,17402,412,244156
建华Wei业,??男/其他    ??    ,9058,1382,362354
南国早报,??男/广西    ??    ,99048,675,2981849
宋中清主任律师,??男/北京    ??    ,32976,9971,200406
深圳天气,??男/广东    ??    ,63357,288,2029754
南京江北新区发布,??女/江苏    ??    ,26704,478,1152156
华商报,??女/陕西    ??    ,137672,760,10745101
乔老爷玩转地球,??男/湖北    ??    ,46269,2619,1086839
新浪手机,??女/北京    ??    ,39374,617,2047841
大连成,??男/辽宁    ??    ,33342,446,1123471
寒梅已着花,??男/陕西    ??    ,12350,15007,46424
热点video,??男/吉林    ??    ,3128,385,110617
衢州广电传媒,??男/浙江    ??    ,10090,385,5553
楷书死忠刘顶峰,??男/新疆    ??    ,5234,245,744623
河南新闻广播,??男/河南    ??    ,158720,440,5807901
周口同城会,??男/河南    ??    ,32165,678,356186
清远消防,??男/广东    ??    ,21059,444,162755
佳期如梦的佳,??女/陕西    ??    ,10229,1264,1514703
微博纪录片,??女/北京    ??    ,9173,270,1118805
捉谣记,??男/北京    ??    ,2227,911,250984
武汉微城事,??女/湖北    ??    ,11094,1063,91178
平安开封,??男/河南    ??    ,34883,1297,650729
朱海峤医生,??男/浙江    ??    ,9047,908,360324
研究生招生资讯网,??女/北京    ??    ,14902,254,497586
新浪黑龙江,??男/黑龙江    ??    ,55003,2792,1547486
魔都财观,??男/上海    ??    ,8329,252,656017
绿色蒲江,??男/四川    ??    ,49753,614,123547
PoliGraph,??男/海外    ??    ,1565,241,137005
今日俄罗斯RT,??女/海外    ??    ,4299,27,909717
杨幂吧官博,??女/北京    ??    ,15665,115,307575
广州牙齿矫正梁爱燕,??女/广东    ??    ,609,622,335614
隐于庭的小法师,??男/湖北    ??    ,26009,274,1991754
司馬子瀟瀟,??男/北京    ??    ,77482,306,1297985
斑马君爱武汉,??女/湖北    ??    ,26420,347,934414
陈九霖,??男/北京    ??    ,22044,485,3547824
大理广播电视台,??男/云南    ??    ,61099,638,148905
兰州晨报,??男/甘肃    ??    ,84782,1682,1655684
中华全国学联,??女/北京    ??    ,35693,638,1962474
萌萌哒bot,??女/浙江    ??    ,1566,101,136320
热门表哥,??男/甘肃    ??    ,45715,52,799748
人人爱重庆,??男/重庆    ??    ,41411,3436,2110019
网信呼和浩特,??男/内蒙古    ??    ,16765,1081,332391
香港政府新聞網,??男/香港    ??    ,6303,31,1163882
华尔街多媒体,??男/海外    ??    ,11156,201,613745
黑龙江-粮贩子??男/黑龙江    ??    ,鸡汤+视频=毒药,5112,34,79257
ZHOU俊哲,??男/陕西    ??    ,8,989,248
赫山公安分局,??女/湖南    ??    ,37989,1037,22790
搞机圈的那些事,??男/四川    ??    ,47488,1644,4427661
深圳卫视深视新闻,??女/广东    ??    ,6291,115,591579
北京市石景山区卫生计生委,??男/北京    ??    ,5407,223,3964
法兰西微语,??男/海外    ??    ,58918,2948,663910
张若秋YOYO,??女/吉林    ??    ,43972,5112,7542
丁香妈妈,??女/浙江    ??    ,4533,1020,112375
天津交通广播,??男/天津    ??    ,121103,937,6847590
江干发布,??女/浙江    ??    ,37683,567,299712
广州美食生活圈,??男/广东    ??    ,29356,807,874353
邓学平律师,??男/上海    ??    ,4474,677,591751
一点清风----,??男/安徽    ??    ,141487,2937,44021
南宁铁路,??男/广西    ??    ,34579,429,963563
哈尔滨日报,??男/黑龙江    ??    ,57118,2071,702683
成都高新,??男/四川    ??    ,73961,1277,577030
浙江省中医院_浙中医大附属一院,??男/浙江    ??    ,544,122,128778
爱范儿,??男/广东    ??    ,70651,677,2246373
友仁养生-做个健康人,??男/湖北    ??    ,3872,348,380
吾爱哇,??男/北京    ??    ,45,189,17
济南生态环境,??男/山东    ??    ,78793,2090,85252
粥酱大坏蛋,??女/北京    ??    ,860,440,2546
直通屏山,??女/福建    ??    ,47740,603,45671
银河风格,??男/海外    ??    ,23402,41,3297
朝阳公安,??男/辽宁    ??    ,43476,830,216709
roseRogers,??女/海外    ??    ,12300,2219,45700
好奇少年闪闪君,??女/北京    ??    ,66,90,178
xiehaihui123??女/广东    ??    ,做好自己。。。,192,122,54
Mik-T1020,??女/浙江    ??    ,209,159,118
像她这样的女孩阿wang,??女/广西    ??    ,494,70,257
陈震同学,??男/北京    ??    ,40656,777,5307776
兮阳,??男/海外    ??    ,488,250,133696
绵阳网警巡查执法,??男/四川    ??    ,11224,719,146548
留德小助手,??男/海外    ??    ,1741,192,66870
龟兔孰赢,??男/广东    ??    ,18235,2942,237274
唐棣海歌,??男/北京    ??    ,49677,4675,8037
悦西安网,??男/陕西    ??    ,12511,312,466989
科技疯汇,??男/广东    ??    ,30620,1339,3067814
长安街知事,??男/北京    ??    ,85374,1866,15044828
湖南日报,??女/湖南    ??    ,74551,562,1645990
琉璃厂人,??男/北京    ??    ,47686,1246,328589
凯迪猫眼看人,??男/海南    ??    ,47644,506,53203
尹烨-华大基因,??男/广东    ??    ,2881,27,771294
糗事小酱,??男/海外    ??    ,45620,272,339629
每日济南,??女/山东    ??    ,6454,590,446185
一枚军粉,??男/四川    ??    ,39479,747,3410209
卢晓周,??男/广东    ??    ,36296,190,123346
哈飞工大??男/北京    ??    ,生命不息，战斗不止。,55602,160,1996
贼搞大叔,??男/重庆    ??    ,9411,63,2064126
渭南检察,??男/陕西    ??    ,40510,586,26525
辽宁共青团,??男/辽宁    ??    ,44029,325,1507447
不约儿童的大松子儿,??男/天津    ??    ,32514,615,993679
安徽消防,??男/安徽    ??    ,55344,916,782459
梦秋药师,??女/河南    ??    ,8380,1253,153875
袁方,??男/北京    ??    ,1286,87,1062323
365-厦门大雨,??男/福建    ??    ,60287,779,232631
白水法院,??男/陕西    ??    ,64418,1237,101795
中国石化,??男/北京    ??    ,12992,879,1477576
国家大剧院,??女/北京    ??    ,15843,539,2421326
河北共青团,??男/河北    ??    ,66018,1847,822316
映象网,??男/河南    ??    ,68030,1476,2937877
山东高法,??男/山东    ??    ,60688,882,2937076
武大口腔正畸医生张淑珍,??女/湖北    ??    ,3974,2195,39404
你与我丶终究背道而驰,??女/山东    ??    ,4594,672,701
lovelife旦旦,??男/海外    ??    ,15913,595,1005660
凌晨刚醒,??男/浙江    ??    ,27318,6120,276442
旅行指南家,??男/青海    ??    ,38011,503,2098462
瘦高老大爷??男/河北    ??    ,好吃的怎么辣么多,167,74,66
冰彬兵,??男/陕西    ??    ,36329,1099,1934620
炎热的瘦虎,??女/湖北    ??    ,28467,540,54694
指尖阳光,??男/北京    ??    ,12284,366,75313
Miu空明禅,??女/云南    ??    ,17012,1488,79434
刑警成亮PC822913,??男/陕西    ??    ,91781,3048,498400
旅行厨男,??男/上海    ??    ,3867,763,2750986
乐牙之乐,??女/江苏    ??    ,4999,379,125972
武汉凯叔,??男/湖北    ??    ,2195,230,21828
联合国新闻,??女/海外    ??    ,20626,108,1456504
辣妹儿小游,??女/其他    ??    ,1826,461,3493
丁丁的Twitter,??男/北京    ??    ,9724,189,89045
安阳市教育局,??男/河南    ??    ,33128,459,62855
从股置金,??男/湖北    ??    ,11002,121,1015224
医疗音乐手绘君,??男/山西    ??    ,10337,1723,351480
新浪辽宁,??女/辽宁    ??    ,91244,2410,1665487
魅力青春C,??男/河南    ??    ,4940,5152,1939
用光影保护生态环境,??女/海外    ??    ,7836,391,70785
公益人王磊,??男/上海    ??    ,33339,2583,1249608
定陶检察,??男/山东    ??    ,36069,1696,57094
