时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2019年12月31日 12:14,4.45553E+15,侠客岛,5476386628,88,79,304,"
                    【最新消息：#武汉不明原因肺炎不能断定是SARS#，此次肺炎病例大部分为华南海鲜城经营户】来自湖北省相关部门的消息称，12月以来，武汉市持续开展流感及相关疾病监测，发现病毒性肺炎病例27例，均诊断为病毒性肺炎/肺部感染。27例病例中，7例病情危重，其余病例病情可控，有2例病情好转拟近期出院。调查发现，此次肺炎病例大部分为华南海鲜城经营户。目前，相关病毒分型检测、隔离治疗、终末消毒等工作正在进行。武汉多位医院人士称，目前病因尚未明确，不能断定是网上传言的SARS病毒，其他重症肺炎的可能性更大。而且即便是SARS病毒，此前也已有成熟的防控救治体系，市民也不用恐慌。（人民日报） 收起全文d
                ",3
2019年12月31日 13:55,4.45556E+15,全球经典音乐影视,1880195485,8,59,69,"
                    #武汉不明原因肺炎不能断定是SARS# 纪录片《人体内的住客》讲述了我们作为地球上生物密度最高的栖息地，身上到底有哪些住客？密集恐惧症就别看了！O网页链接 ​                ",1
2019年12月31日 13:26,4.45555E+15,凤凰网财经,1988800805,91,63,231,"
                    #武汉发现不明原因肺炎#【实拍武汉不明原因肺炎始发海鲜批发市场：市场正常营业】#武汉华南海鲜市场还在正常营业# 2019年12月30日，一则武汉市卫生健康委员会下发的《关于报送不明原因肺炎救治情况的紧急通知》引发社会关注。12月31日，@每日经济新闻 记者来到华南海鲜市场。市场正常营业，并未发现特别消毒，防疫等措施，多数商家表示不知道不明肺炎的事情，并表示肺炎不可信。LNBD视频的微博视频 O武汉现不明肺炎 华南海鲜市场商户称还在正常营业 收起全文d
                ",5
2019年12月31日 13:10,4.45555E+15,云南政法,6345028642,11,22,25,"
                    【#武汉发现不明原因肺炎#】目前，国家卫健委专家组已抵达湖北武汉，正展开相关检测核实工作。（央视新闻）科普一下：肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，转发一起通过视频让更多人了解下！（来源：L医视频的微博视频） ​                ",8
2019年12月31日 13:11,4.45555E+15,·提醒我早睡,6853847710,12,76,207,"
                    #武汉发现不明原因肺炎#昨晚医院就收到通知了，要求所有疑似病例转救治中心，但是也不必太过恐慌，不管是什么病毒，平常心应对就是，大家做好个人卫生防护工作，少去人群聚集场所 ​​​ L林浔·的微博视频 ​                ",-2
2019年12月31日 12:18,4.45554E+15,21世纪经济报道,1651428902,21,26,63,"
                    #武汉发现不明原因肺炎#【最新消息：#武汉不明原因肺炎不能断定是SARS#，此次肺炎病例大部分为华南海鲜城经营户】武汉多位医院人士称，目前病因尚未明确，不能断定是网上传言的SARS病毒，其他重症肺炎的可能性更大。而且即便是SARS病毒，此前也已有成熟的防控救治体系，市民也不用恐慌。（人民日报） ​                ",0
2019年12月31日 12:09,4.45553E+15,每日经济新闻,1649173367,7,15,29,"
                    #武汉发现不明原因肺炎# 【#武汉不明原因肺炎#首例患者来自华南海鲜市场，患者和发病地点被隔离，国家卫健委专家组已抵达】12月30日，武汉市卫生健康委员会医政医管处发布《关于做好不明原因肺炎救治工作的紧急通知》。通知称，武汉市部分医疗机构陆续出现不明原因肺炎病人。通知要求各医疗机构要及时追踪统计救治情况，并按要求及时上报。据湖北省卫健委及武汉市委宣传部消息，国家卫健委专家组31日上午已抵达武汉，正展开相关检测核实工作。据了解，本次现身武汉的首例出现不明原因肺炎症状的患者来自武汉华南海鲜市场。另据新京报消息，网传收治患者的武汉市中心医院（原二院）后湖院区医务处工作人员向记者辟谣称，网传出现SARS一事系谣言，目前并无疑似或确诊的患者。此外，湖北省疾病预防控制中心正在调查中。目前尚未确定是否有网传非典型性肺炎病例，待有调查结果会在官方渠道予以公布。O武汉发现不明原因肺炎 国家卫健委专家组已抵达武汉 收起全文d
                ",-5
2019年12月31日 12:48,4.45554E+15,英语硕博圈,3898125193,0,15,30,"
                    【双语字幕：熬夜之后如何恢复元气？】大规模基因研究给出有力证据：熬夜伤身，夜猫子更容易得病。如果不得不熬夜，也要学会及时止损。如果夜已经熬了，应该尽可能地降低损失。趣味科普告诉你熬夜之后如何恢复元气，马住学习吧。L阿卡索外教网的微博视频 ​#武汉发现不明原因肺炎# ​                ",4
2019年12月31日 13:24,4.45555E+15,武汉吃货,2215183392,26,17,78,"
                    #武汉不明原因肺炎不能断定是SARS# 武汉拥有全国唯一一个p4级病毒实验室：中科院武汉国家生物安全实验室。这种p4级实验室全世界只有9个国家有建立（公开的），号称生物病毒安全研究航母。不恐慌也不传谣，注意卫生，注意安全！！！#武汉发现不明原因肺炎# ​                ",1
2019年12月31日 12:40,4.45554E+15,柠檬木聚糖,5247938240,295,57,1170,"
                    #武汉发现不明原因肺炎# 非常时期，直接厚葬友军，反对@江宁婆婆 的说法。首先，武汉那个不是全国唯一病毒P4，照江宁的意思是不是想说台湾不是我国领土，疯了。这种时候不要从哪里查个东西就往外倒。还有，重要疫情都是联动，江宁现在说武汉有P4不怕，那改日别的地方怎么办，恐慌着？！它要是真进了P4还能睡得着？！武汉的核心优势在于丰富的防疫经验和完备的人员配置，是群众几年来积累的重要经验。安抚群众固然重要，但不可以乱说话，特别是不要在专业领域外乱说。江宁往日是热心的好人，这次事从缓急直接开火，见谅。关于过重渲染武汉P4作用以及相关科普详见>>>O不要慌，武汉P4实验室绝不是病毒性肺炎的最后一道防线 收起全文d
                ",3
2019年12月31日 13:26,4.45555E+15,第一财经日报,1926909715,24,19,98,"
                    #武汉肺炎事发海鲜批发市场商户仍正常营业#【一财现场直击武汉肺炎事发海鲜批发市场，商户仍在正常营业】华南海鲜市场是武汉最大的海鲜批发市场。据多方接受采访的人士称，该市场昨晚进行了例行消毒，该市场目前处于正常营业状态。31日下午一点左右，第一财经记者来到华南海鲜市场，看到商户均在正常营业，很少有歇店情况，也很少有人戴口罩。接受采访的一些商户称，并没听说有人得不明原因肺炎。启信宝信息显示，武汉华南海鲜市场有限公司，主营业务为市场物业管理、停车场经营；水产品、初级农产品的批发兼零售（依法须经审批的项目，经相关部门审批后方可开展经营活动）；食品销售（涉及许可经营项目，应取得相关部门许可后方可经营，经营范围、经营期限与许可证核定的一致）。 #武汉不明原因肺炎已做好隔离# # 收起全文d
                ",18
2019年12月31日 13:32,4.45555E+15,#NAME?,6614666379,132,90,167,"
                    #武汉发现不明原因肺炎#奉劝大家不要制造恐慌，更不要相信谣言，相信专家肯定有办法。同时更要相信国家有能力应对任何事情。总有些不怀好意的人制造谣言 L-夜雨微澜的微博视频 ​                ",-1.5
2019年12月31日 12:05,4.45553E+15,凤凰网财经,1988800805,16,20,54,"
                    【#武汉发现不明原因肺炎# 专家组已经抵达 A股疫苗概念板块多股涨停】#A股多只疫苗股涨停#12月31日，受武汉出现不明原因肺炎消息的影响，申万一级行业医药生物板块早盘全线大涨，至午间收盘板块整体涨幅为2.35%，位于行业上涨首位。相关概念板块也表现积极，生物疫苗概念板块上涨3.15%，抗癌概念板块上涨3.23%，仿制药概念板块上上涨2.27%。板块内个股实现上涨，鲁抗医药、莱茵生物、东北制药、联环药业、四环生物、南卫股份、海王生物等盘中涨停。天康生物、未名医药、达安基因、华兰生物、天坛生物、万孚生物等也实现不同程度上涨。O武汉出现不明原因肺炎专家组抵达，A股疫苗概念板块多股涨停 收起全文d
                ",-2
2019年12月31日 12:13,4.45553E+15,楚天都市报,1720962692,54,55,86,"
                    【最新消息：#武汉不明原因肺炎不能断定是SARS#，此次肺炎病例大部分为华南海鲜城经营户】来自湖北省相关部门的消息称，12月以来，武汉市持续开展流感及相关疾病监测，发现病毒性肺炎病例27例，均诊断为病毒性肺炎/肺部感染。27例病例中，7例病情危重，其余病例病情可控，有2例病情好转拟近期出院。调查发现，此次肺炎病例大部分为华南海鲜城经营户。目前，相关病毒分型检测、隔离治疗、舆情管控、终末消毒等工作正在进行。武汉多位医院人士称，目前病因尚未明确，不能断定是网上传言的SARS病毒，其他重症肺炎的可能性更大。而且即便是SARS病毒，此前也已有成熟的防控救治体系，市民也不用恐慌。（人民日报） 收起全文d
                ",3
2019年12月31日 13:57,4.45556E+15,新浪新闻客户端,2318910945,15,12,90,"
                    #武汉发现不明原因肺炎#【#武汉市卫健委通报肺炎疫情#：27例病例 7例病情严重】#武汉肺炎无明显人传人现象# 近期部分医疗机构发现接诊的多例肺炎病例与华南海鲜城有关联，市卫健委接到报告后，立即在全市医疗卫生机构开展与华南海鲜城有关联的病例搜索和回顾性调查，目前已发现27例病例，其中7例病情严重，其余病例病情稳定可控，有2例病情好转拟于近期出院。病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。目前，所有病例均已隔离治疗，密切接触者的追踪调查和医学观察正在进行中，对华南海鲜城的卫生学调查和环境卫生处置正在进行中。 收起全文d
                ",5
2019年12月31日 13:43,4.45556E+15,荆楚网,1895394815,798,772,1369,"
                    #湖北武汉出现不明原因肺炎病人#【武汉肺炎未发现人传人现象 专家初步检测系病毒性肺炎】近期部分医疗机构发现接诊的多例肺炎病例与华南海鲜城有关联，市卫健委接到报告后，立即在全市医疗卫生机构开展与华南海鲜城有关联的病例搜索和回顾性调查，目前已发现27例病例，其中7例病情严重，其余病例病情稳定可控，有2例病情好转拟于近期出院。病例临床表现br/>武汉市组织同济医院、省疾控中心、中科院武汉病毒所、武汉市传染病医院及武汉市疾控中心等单位的临床医学、流行病学、病毒学专家进行会诊，专家从病情、治疗转归、流行病学调查、实验室初步检测等方面情况分析认为上述病例系病毒性肺炎。到目前为止调查未发现明显人传人现象，未发现医务人员感染。目前对病原的检测及感染原因的调查正在进行中。病毒性肺炎多见于冬春季，可散发或暴发流行，临床主要表现为发热、浑身酸痛、少部分有呼吸困难，肺部浸润影。病毒性肺炎与病毒的毒力、感染途径以及宿主的年龄、免疫状态有关。引起病毒性肺炎的病毒以流行性感冒病毒为常见，其他为副流感病毒、巨细胞病毒、腺病毒、鼻病毒、冠状病毒等。确诊则有赖于病原学检查，包括病毒分离、血清学检查以及病毒抗原及核酸检测。该病可防可控，预防上保持室内空气流通，避免到封闭、空气不流通的公众场合和人多集中地方，外出可佩戴口罩。临床以对症治疗为主，需卧床休息。如有上述症状，特别是持续发热不退，要及时到医疗机构就诊。#全力抗击新型冠状病毒肺炎# #全力抗击新型冠状病毒感染肺炎# 收起全文d
                ",9
2019年12月31日 12:11,4.45553E+15,中国妇女报,2606218210,14,15,37,"
                    【最新消息：#武汉不明原因肺炎不能断定是SARS#，此次肺炎病例大部分为华南海鲜城经营户】来自湖北省相关部门的消息称，12月以来，武汉市持续开展流感及相关疾病监测，发现病毒性肺炎病例27例，均诊断为病毒性肺炎/肺部感染。27例病例中，7例病情危重，其余病例病情可控，有2例病情好转拟近期出院。调查发现，此次肺炎病例大部分为华南海鲜城经营户。目前，相关病毒分型检测、隔离治疗、舆情管控、终末消毒等工作正在进行。武汉多位医院人士称，目前病因尚未明确，不能断定是网上传言的SARS病毒，其他重症肺炎的可能性更大。而且即便是SARS病毒，此前也已有成熟的防控救治体系，市民也不用恐慌。（人民日报） 收起全文d
                ",3
2019年12月31日 13:50,4.45556E+15,21世纪经济报道,1651428902,19,15,23,"
                    【#武汉市卫健委关于肺炎疫情的情况通报#：#武汉肺炎未发现明显人传人现象#，初步分析认为#武汉肺炎病例系病毒性肺炎#】近期部分医疗机构发现接诊的多例肺炎病例与华南海鲜城有关联，市卫健委接到报告后，立即在全市医疗卫生机构开展与华南海鲜城有关联的病例搜索和回顾性调查，目前已发现27例病例，其中7例病情严重，其余病例病情稳定可控，有2例病情好转拟于近期出院。病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。目前，所有病例均已隔离治疗，密切接触者的追踪调查和医学观察正在进行中，对华南海鲜城的卫生学调查和环境卫生处置正在进行中。武汉市组织同济医院、省疾控中心、中科院武汉病毒所、武汉市传染病医院及武汉市疾控中心等单位的临床医学、流行病学、病毒学专家进行会诊，专家从病情、治疗转归、流行病学调查、实验室初步检测等方面情况分析认为上述病例系病毒性肺炎。到目前为止调查未发现明显人传人现象，未发现医务人员感染。目前对病原的检测及感染原因的调查正在进行中。#武汉发现不明原因肺炎##武汉不明原因肺炎不能断定是SARS# 收起全文d
                ",6
2019年12月31日 12:26,4.45554E+15,都市快报,1847582585,16,28,48,"
                    #武汉发现不明原因肺炎# 【最新消息：武汉肺炎不能断定是SARS，此次肺炎病例大部分为华南海鲜城经营户】湖北相关部门称，12月以来，武汉市发现病毒性肺炎病例27例，均诊断为病毒性肺炎/肺部感染。27例病例中，7例危重，其余病情可控，2例好转拟近期出院。此次肺炎病例大部分为华南海鲜城经营户。武汉多位医院人士称，目前病因尚未明确，不能断定是网上传言的SARS病毒，其他重症肺炎的可能性更大。O最新消息：武汉肺炎不能断定是SARS，此次肺炎病例大部分为华南海鲜城经营户 收起全文d
                ",2
2019年12月31日 12:17,4.45554E+15,第一财经日报,1926909715,16,22,25,"
                    【最新消息：武汉不明原因肺炎不能断定是SARS】来自湖北省相关部门的消息称，12月以来，武汉市持续开展流感及相关疾病监测，发现病毒性肺炎病例27例，均诊断为病毒性肺炎/肺部感染。27例病例中，7例病情危重，其余病例病情可控，有2例病情好转拟近期出院。调查发现，此次肺炎病例大部分为华南海鲜城经营户。目前，相关病毒分型检测、隔离治疗、舆情管控、终末消毒等工作正在进行。武汉多位医院人士称，目前病因尚未明确，不能断定是网上传言的SARS病毒，其他重症肺炎的可能性更大。而且即便是SARS病毒，此前也已有成熟的防控救治体系，市民也不用恐慌。（人民日报） #武汉不明原因肺炎已做好隔离# 收起全文d
                ",1
2019年12月31日 12:58,4.45555E+15,虫子医僧,2524646550,23,9,220,"
                    #武汉医院回应网传SARS系谣言##武汉发现不明原因肺炎#准备好战斗，未雨绸缪！医务人员这个时候不会退缩！我们可以在非典时期战死！我们可以在鼠疫面前战死！我们可以在霍乱大行其道之际战死！我们可以在埃博拉病毒肆虐之时战死！但我们不想被捅死，被砍死，被捶死！ ​                ",-7
2019年12月31日 12:30,4.45554E+15,协和手足外科陈江海,1411857814,32,377,675,"
                    #武汉发现不明原因肺炎#肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，一起通过视频了解下#医学科普# L手足外科陈江海的微博视频 ​                ",1
2019年12月31日 12:46,4.45554E+15,沸点视频,5145725878,14,15,42,"
                    #武汉发现不明原因肺炎#【不明原因肺炎引发恐慌  专家：#武汉有世界顶级病毒实验室#】12月30日，湖北武汉出现不明原因肺炎病人，疑似SARS一事引发关注。不过请网友们重视但不要恐慌。武汉拥有全国唯一一个p4级病毒实验室：中科院武汉国家生物安全实验室。这种p4级实验室号称生物病毒安全研究航母。L沸点视频的秒拍视频 收起全文d
                ",2
2019年12月31日 12:38,4.45554E+15,公益人王磊,5785439181,1,19,21,"
                    #武汉发现不明原因肺炎# 病人目前确定为不明肺炎，已经隔离，华南声线市场已经进行消毒处理，大家不要直接认为是SARS,北京已经来人介入调查，相信很快会有确切消息，武汉的朋友们出行带好口罩，肥皂洗手，不必过分惊慌，相信市政府有能力控制疫情！  ​​​  ​​​ L微单影像的微博视频 ​                ",2
2019年12月31日 12:45,4.45554E+15,宋城价值投资理念人,6612642961,0,8,24,"
                    【#武汉发现不明原因肺炎#】目前，国家卫健委专家组已抵达湖北武汉，正展开相关检测核实工作。（央视新闻）科普一下：肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，转发一起通过视频让更多人了解下！（来源：L手足外科陈江海的微博视频） ​#武汉发现不明原因肺炎# ​                ",6
2019年12月31日 13:35,4.45556E+15,CGTN,3173633817,18,9,69,"
                    【#武汉发现不明原因肺炎# 国家卫健委专家组已达武汉】A team of experts from the National Health Commission has been rushed to Wuhan, central China's Hubei Province, to deal with confirmed cases of pneumonia originating from an unknown source, the authorities announced on Tuesday morning. Hospitals and medical institutions have been asked to track and report suspected cases and treatment as soon as possible. The patients, who are from a local seafood market, have been quarantined. 收起全文d
                ",-1
