,wb_url,微博条数,comment
142,29,,哦
143,29,,英音听起来比美音好懂而且更清晰
144,29,,这种船上隔离底舱的人怎么办，不透气呀！空调不能开吧！ 看了老爷爷的视频，不得不说乐观中能体现素质教育。
145,29,,祝平安
146,29,,你爷爷！
147,29,,老哥挺好玩的
148,29,,果然好的精神面貌离不开积极乐观的心态当然坚实的经济基础也蛮重要咯，看不出爷爷有74岁了呢而且感觉有点可爱。既然选择了大海，这些都是要经历的
149,29,,很好的听力材料我要download下来给学生听
150,29,,不好意思 I'm on the ninth 真的很好笑 英式口音真的很舒适
151,29,,祝船上的人一切平安
152,29,,要在海上漂两周
153,29,,愿平安
154,29,,爷爷身体健康呀！！！喜欢爷爷的英伦口音保护好自己
155,29,,结果自然而然发生，心态乐观也许会更好~
156,29,,14层房间的检疫要10小时，是条很可观的游轮
157,29,,希望爷爷健康，平安回家
158,29,,语音语调爱了
159,29,,老爷爷太可爱了，很乐观心态好！
160,29,,想起我之前住邮轮的经历，一个晚上都想死，14天，内仓的乘客们经历的真是不可想象，估计这辈子都不愿意再做邮轮了吧。
161,29,,愿平安
162,29,,活下来
163,29,,喜欢这位老爷爷乐观的心态，也表现出他崇尚自然敢于探险，离开横滨只为新鲜空气，有时候换种思路面对生活也是一种享受
164,29,,老爷爷心态真好??
165,29,,乐观的人，一定会平安的！
166,29,,戴个口罩吧
167,29,,老爷爷的这种乐观积极的心态正是现在我们部分焦躁的国人需要的保持乐观积极的心态是对抗所有疾病的一把利刃
168,29,,乐观开朗，大家加油
169,29,,啊，居然是在海上飘着……
170,29,,老爷爷心态真好
171,29,,对不起，老先生。祝您一切都好！！！
172,29,,爷爷一听要在海上漂十四天自己开心坏了
173,29,,小时候听听力的感觉
174,29,,不过既然选择了大海，这些是必须要经历的
175,29,,希望爷爷平安
176,29,,祝平安
177,29,,太酷了爷爷常跟新啊
178,29,,愿你们平平安安英国人真的好绅士
179,29,,祝新婚快乐，健康度过疫情！
180,29,,爷爷好绅士，为了录视频还每次换了衣服。其实他们处境也很困难了，希望他们能好好的。
181,29,,推荐你们看末日孤舰
182,29,,海上漂流记
183,29,,老爷爷还是很乐观的
184,29,,老先生很有风度
185,29,,希望船上的人们都平安！
186,29,,希望平安，希望得到援助
187,29,,哈哈哈哈哈哈哈，英语听力考试的发音
188,29,,不出所料，几天后全船人全部感染
189,29,,老爷爷心态很棒
190,29,,这老外还觉得挺好玩，我家窗外也是水，我已经觉得腻歪死了。哈哈哈
191,29,,
192,29,,口音不错哦
193,29,,??
194,29,,加油
195,29,,白人是不是不容易得这病
196,29,,爷爷带口罩啊！气溶胶传染
197,29,,祝健康长寿
198,29,,
199,29,,这位爷爷心态还挺好的，加油！一定没问题！
200,29,,其他人可咋办
201,29,,这位爷爷真的好酷鸭
202,29,,愿老爷爷他们平安
203,29,,乐观的老绅士
204,29,,
205,29,,好想多看点啊
206,29,,纯英音听力实在nightmare 英国口音真是太好听了
207,29,,太好听了
208,29,,有钱的好处 底层只能用中央空调透气的。所以……估计底层百分百扩散了……这次检查出了好多人，估计也是中央空调有助力 这位老先生住在有阳台的海景房还是幸运的，内仓的游客就惨了，闷在小房间里，尤其那些连窗户都没有的小房间，隔离14天得多难受啊。??祝大家平安。
209,29,,在海上漂两周
210,29,,要健康鸭！
211,29,,加油加油，疫情一定能过去
212,29,,我猜他是个大学教授
213,29,,加油
214,29,,OM ??
215,29,,好乐观的老爷爷 加油
216,29,,希望都能平安吧…
217,29,,希望一切都安全。 BTW，好像听力考试??
218,29,,我要关注他，练听力哈哈哈
219,29,,这个case电影都不敢这么拍
220,29,,给爷爷的乐观态度点赞，口音很绅士，而且隔离期间还换了几身衣服，精致～
221,29,,爷爷一定要平平安安的
222,29,,小心气溶胶
223,29,,平安
224,29,,好像听力
225,29,,口音太好听了。快来领雅思听力素材呀
226,29,,赞老爷爷，人nice英语也好听。不管处于什么样的困境，都要看到阳光一面。从自己的生活找到乐趣，不是永远艳羡别人的生活
227,29,,
228,29,,老爷爷没戴口罩
229,29,,除了阴阳怪气和显摆自己还有什么可以发泄你们心中的邪火么？
230,29,,船上的人也太难了，之前也坐过游轮，普通房间很狭窄，一般除了睡觉还是会呆在外面，不然感觉要闷死。
231,29,,老爷爷的状态很好，一样平安度过这14天
232,29,,够狠啊活动受控制饮食也不能自己选 希望能照顾到船上每一位乘客吧 老大爷心态挺好 祝早日解除隔离
233,29,,爷爷一定要健康啊 看着就是一位性格很好又有爱的老爷爷
234,29,,希望大家平安 老爷爷的口音太好听了
235,29,,他好可爱
236,29,,注意安全
237,29,,这...标准听力材料啊...
238,29,,好乐观的老爷爷 祝他平安
239,29,,好可爱 好乐观的老爷爷
240,29,,看来选邮轮一定要花钱住海景
241,29,,这个爷爷心态挺好的，既来之则安之
242,29,,太可爱了，这个老爷爷
243,29,,声音太好听了
244,29,,一起加油
245,29,,真正恐怖游轮 完全就是电影情节啊
246,29,,
247,29,,看完Sherlock后我迷上了英音，一个英语渣渣竟然对英语起了兴趣 英国口音真是太好听了
248,29,,爷爷一定很有钱
249,29,,so optimistic??
250,29,,
251,29,,希望游轮上的所有人都健康
252,29,,老爷爷让我感觉在听英语听力，希望邮轮上的人都平平安安
253,29,,我怎么仿佛听到了他说 rock and roll……
254,29,,真的是有钱人
255,29,,仿佛在考听力
256,29,,真的 然而听力材料的英音就是噩梦 英国口音真是太好听了
257,29,,祝愿所有人都平安
258,29,,一定注意安全啊??
259,29,,这种船应该加此轮子开武汉去直接解决病房问题
260,29,,这个爷爷太可爱了
261,29,,这英式发音
262,29,,标准听力考试现在开始
263,29,,
264,29,,加油啊！！
265,29,,这口音没谁了，好听
266,29,,英式口音太好听了，先mark
267,29,,还不戴口罩吗
268,29,,好可爱
269,29,,爷爷心态有点好啊
270,29,,希望老先生早日回家吃饭
271,29,,这爷爷也是苦中作乐了，还打趣漂泊海上两周，自己的房间在九层，希望邮轮上的游客都平平安安。
272,29,,这位爷爷的心态不错，希望身体健康
273,29,,说话的确好听
274,29,,老人家很乐观！希望大家可以健健康康的回家
275,29,,大爷，这次真的抱歉
276,29,,难过 觉得很抱歉
277,29,,很乐观的心态
278,29,,好开朗的老大爷
279,29,,祝愿老爷爷和老奶奶平平安安健健康康的下船。
280,29,,下次一定要定阳台房
281,29,,只有我一个人觉得像雅思真题听力的声音吗
282,29,,
283,29,,是因为英国两个字所以都去看的吗
284,29,,老爷爷太可爱啦！希望船上的乘客们都平安??
285,29,,幸好有电视可以看，要不然真是……
286,29,,希望平安恢复健康??
287,29,,现在爷爷怎么样了
288,29,,不知道现在这个爷爷怎么样了，这么乐观开朗的爷爷，希望他能好好的
289,29,,希望爷爷平安健康
290,29,,如果他们都感染，那那些厨师和舱内底下那些没有这条件的房间里面的人更是…让人担忧??
291,29,,不看画面感觉有点像在做听力已经走火入魔了
292,29,,
293,29,,老爷爷已经被确诊了
294,29,,??
295,29,,刚刚在YouTube上看了这位老爷爷最新视频，他说他和她妻子都检测阳性，希望他们接下来平安无事??
296,29,,希望你好好的加油
297,29,,想知道这个老爷爷现在怎么样了
298,29,,老爷子被确诊感染了
299,29,,最新消息老爷子阳性走不了了，英国准备撤侨，老爷子只能留在日本治疗
300,29,,最近为什么不直播了？
301,29,,爷爷现在怎么样啊 要顺利回家阿
302,29,,老爷爷现在怎么样了？药物及时补充了嘛？他还有糖尿病……
303,29,,希望老人家一切平安
304,29,,
305,29,,
306,29,,祝大家平安????
307,29,,请问这位爷爷现在怎么样了
308,29,,希望快点好起来
309,29,,
310,29,,祝您平安健康
311,29,,这爷爷现在怎么样啦！！
312,29,,他怎么样了
313,29,,祈祷平安
314,29,,想知道这个老爷爷咋样了！
315,29,,求英语字幕
316,29,,看了好想哭。 真的这一次 中国的病毒变成全世界的病毒了
317,29,,没办法知道意外和明天哪个会先来 珍惜当下
318,29,,希望船上的人都能平安??
319,29,,这个客房我住过
320,29,,听力资料，保存，太清晰啦??
321,29,,我居然能听懂大部分
322,29,,
323,29,,这样的邮轮，选个阳台房，从上海到日本得花多少钱
324,29,,
325,29,,
326,29,,
327,29,,以前坐过邮轮，是特价内舱房，就是连窗户都没有的，不过对我们来说也没什么问题，因为也就是回房间睡个觉，一整天的时间都在船上各处玩。 隔离就不一样了，14天不能踏出房门，白天黑夜呆在狭小的房间，大部分人手机也上不了网，太难熬了。
328,29,,
329,29,,我怎么觉得听见他咳嗽了一声……
330,29,,
331,29,,看看
332,29,,来练听力 口音好好听
333,29,,希望老爷爷老奶奶平安健康！
334,29,,再游2周听起来也不错，哈哈哈。。。只有我注意到大爷74岁了牙还很好吗
335,29,,泰坦尼克？
336,29,,老爷爷心态真好 愿船上所有人健康平安
337,29,,大部分
338,29,,要健康啊！！
339,29,,能结婚50年，脾气一定很好
340,29,,很乐观呀
341,29,,平安回家
342,29,,平安健康！??????
343,29,,
344,29,,我应该shit
345,29,,有糖尿病千万不要被感染，这个病毒对糖尿病人太不友好了！
346,29,,我一月份在武汉也心态不错。。。
347,29,,看看
348,29,,吓得我赶紧上网买了消毒液，酒精棉片和手套……
349,29,,爷爷太可爱啦
350,29,,我们坐的威尼斯号
351,29,,
352,29,,日本就不能像中国政府一样，划出一个酒店给这些需要隔离检查的病人们吗？ 内舱没有窗只能靠空调的乘客本来没有病的现在天天在里面可能都要被传染了吧
353,29,,对于检测新冠状病毒 我不得不夸赞香港对于世界梦检测的速度 昨天下午取样所有船员 今天下午两点前结果就全出来了 全部为阴性 一点都不拖拉 点赞??
354,29,,??
355,29,,希望没事，能控制，能治愈??
356,29,,要平安哟～也要注意防护！
357,29,,要戴口罩啊
358,29,,《卡桑德拉大桥》？
359,29,,老爷爷好乐观，幽默。
360,29,,加油 爷爷
361,29,,去年6月份刚坐完一趟邮轮，太能感受到船上人员的无助与恐惧了，希望有奇迹出现
362,29,,平安
363,29,,为你们祈祷！
364,29,,
365,29,,老爷子仓位靠海有窗，真是心平气和的直播，淡定着呢
366,29,,乐观豁达明事理
367,29,,抱歉这场因中国武汉的疫情打扰了您的生活，祝健康长寿！
368,29,,口罩戴起来，老爷爷
369,29,,
370,29,,
371,29,,愿山河无恙
372,29,,我宁愿多花钱也要阳台
373,29,,这老爷爷也太可爱了
374,29,,
375,29,,英式幽默
376,29,,大爷 stay in your room
377,29,,为什么不给船上的人发口罩
378,29,,愿你们平安。
379,29,,老爷爷，找医护人员要口罩！
380,29,,希望船上的人能平安回来！
381,29,,希望您平安??
382,29,,为什么不带口罩，太危险了吧！
383,29,,真的不容易……游轮版“霍乱时期的旅行”
384,29,,看英国人这个心态
385,29,,愿大家平安，be safe
386,29,,邮轮以后不会坐了
387,29,,加油啊
388,29,,因为住的海景房啊，所以心态不会是最糟糕的啊。
389,29,,
390,29,,加油??！
391,29,,听说隔离这些天所有费用自理。
392,29,,。
393,29,,好运
394,29,,加油呀
395,29,,祝平安
396,29,,高标准的英语
397,29,,我听懂了居然
398,29,,现在算下来隔离第几天了呀
399,29,,我觉得我的沉稳理智乐观就是被他们这样的欧美长辈影响的，接触多了感觉跟他们交谈真是如沐春风。
400,29,,加油坚持
401,29,,
402,29,,
403,29,,心态很乐观
404,29,,#英国爷爷记录疫情邮轮隔离日常# 以积极心态应去应对，用科学方法来防控，你们一定会安全度过隔离期的
405,29,,这老爷爷脾气好，描述邮轮里的所发生的事的时候语气温和，没因为病毒的事连累破口大骂。
406,29,,很佩服老爷子乐观的处世心态。遥祝平安康健。
407,29,,#英国爷爷记录疫情邮轮隔离日常# 老爷爷的心态超级棒希望在船上的大家都安全
408,29,,老爷子心态很好，希望平安回到英国??
409,29,,恩 有我二姨 不知道她咋想的 还拉上我姨夫 那是因为这个先生住的仓是有阳台的啊，大部分人房间很小的
410,29,,
411,29,,心态真好
412,29,,游轮不错 有钱了走起
413,29,,我也想看youtube，为什么我上不去
414,29,,这是你爷爷？
415,29,,比起他们 咱们能在家算不错了
416,29,,虽然不是说这个的时候 但是 英语发音真好听 难以想象上面有没有像我这种晕船严重的 摇摇晃晃的14天真的是想死的心都有... 希望这位爷爷每天更新直到隔离后平安返英 然后 船上的每一位都平安吧～
417,29,,
418,29,,这个真的是很好的英语听力素材想知道在哪可以看老爷爷直播
419,29,,
420,29,,英语口语好标准
421,29,,一只蝙蝠引发的血案
422,29,,愿上帝保守船上的人都能最终平安！
423,29,,
424,29,,以后我们也去游轮一下
425,29,,好可爱哦
426,29,,愿平安啊！！
427,29,,wifi是收费的吗？
428,29,,
429,29,,歪题声音太好听了
430,29,,
431,29,,可爱！
432,29,,英式腔好听
433,29,,嗨，英音练听力了嘿??
434,29,,
435,29,,还不带口罩
436,29,,老爺爺真樂觀。願平安 ～
437,29,,
438,29,,他说，既然选择了大海，这也是必然经历的。为他的乐观点赞
439,29,,
440,29,,霍乱时期的爱情的码头
441,29,,
442,29,,
443,29,,
444,29,,
445,29,,BBC预定 迷你剧可以写起来了
446,29,,他不害怕吗，在海上那么多天
447,29,,为什么不发点口罩带？早期不重视起来？
448,29,,Sound and safe
449,29,,这爷爷好乐观，希望船上隔离措施好一点，别再新增无辜受害者了
450,29,,老爷爷心态不错～
451,29,,来看可爱的老爷爷
452,29,,对不起我看到后来我笑了 老爷爷太幽默了
453,29,,心态好的人最幸福
454,29,,怪可爱一老头
455,29,,这应该是很多天之前拍的了吧，现在那船上确诊的可不止爷爷??说的那个数了，想看爷爷的后续。也希望爷爷奶奶平常回家去。
456,29,,保持好心态，做好自己
457,29,,这爷爷心态真好，还有英式gentleman的幽默
458,29,,希望你们50周年纪念旅行，能够平平安安，在以后的生活中，也是一件与众不同的回忆。
459,29,,
460,29,,老爷爷心态真好！既然选择了大海，那就必须要经历的……祝?健康
461,29,,题外话 要是雅思听力是这个速度那简直幸福
462,29,,幸好他这住得还行
463,29,,听到最后的Rocking and roll ，我笑了，老爷爷心态很好
464,29,,希望船上的乘客都健康
465,29,,
466,29,,新冠肺炎，全人类的敌人！贸易全球一体化，抗疫全球一体化。#百家车坛#
467,29,,这对糖尿病患者真是不友好，好心态的爷爷
468,29,,
469,29,,
470,29,,
471,29,,同一艘游轮里还有向川普求救的那对夫妻耶
472,29,,祝平安
473,29,,戴口罩啊！ ！
474,29,,
475,29,,一定要平安 太可爱了
476,29,,望平安！
477,29,,心态很好，
478,29,,爷爷好像有点可爱？
479,29,,希望爷爷健康平安??
480,29,,我们向前航行，只为寻找新鲜空气
481,29,,像极了雅思听力
482,29,,
483,29,,幸好还有阳台，二三等舱的得多憋屈啊
484,29,,会晕船的人咋办啊…
485,29,,我太爱听英腔了（对不起我重点好像搞错了
486,29,,好乐观的爷爷 要身体健康！
487,29,,那个抱怨送的餐对糖尿病人不友好……也好可爱！希望工作人员能注意这一点！
488,29,,好可爱的老爷爷！#武汉加油#
489,29,,老爷爷的英音真好听阿，??一切平安
490,29,,#英国爷爷记录疫情邮轮隔离日常# 加油??
491,29,,嗯… 邮轮还是得海景房啊…
492,29,,这个故事告诉我们，订不起海景房就不要去坐游轮……
493,29,,惨了他的发音让我想到雅思听力
494,29,,爷爷一定平安健康
495,29,,
496,29,,decent的正确打开方式
497,29,,迷你剧可以写起来了
498,29,,对不起，祝安康！
499,29,,希望你能平安回家
500,29,,
501,29,,好好听！！
502,29,,1 英音真的秒杀美音太多！所以爱英剧多于美剧！ 2 每次邮轮内舱房都卖最快是我一直想不通的 这种情况下住内舱的怎么办 3 (? ??_??)?
503,29,,爷爷心态真棒
504,29,,在哪儿可以追他每天的视频更新么？
505,29,,老人家保重
506,29,,海上信号那么好的吗之前我就从北海到涠洲岛中间有段信号都上不了网的
507,29,,其实这个爷爷不应该去外面，怕在空气中留有病毒
1,4468350359420233,第52条嘉人,2020w植物医生武汉不孤单，全国人民和企业都和你们在一起一定可以度过难关。
2,29,,植物医生捐助最多 前三个品牌 有两个是陈伟霆代言的
510,29,,植物医生竟然捐了那么多 我还一直在用 好感up了
511,29,,棒棒哒植物医生
512,29,,植物医生
513,29,,植物医生，捐了这么多啊！以后支持你了！
514,29,,植物医生棒棒哒
515,29,,植物医生很好用太棒了支持国产支持小植
516,29,,植物医生棒棒哒！
517,29,,大爱????支持植物医生
518,29,,企业的社会责任 希望这些善款真的能帮助到前线的医生护士们
519,29,,是时候展现中国企业的爱心正能量了！爱心企业助力抗击疫情?加油武汉！我们一起努力
520,29,,植物医生真的是让人刮目相看！民族品牌的社会责任感！
521,29,,植物医生棒棒哒！#陈伟霆植物医生#
522,29,,捐款不论多少，这事企业的一份社会责任，为你们点赞 评论配图
523,29,,
524,29,,高丝#武汉加油#
525,29,,加油
526,29,,谢谢小植，善良的你越来越好！祈祷，疫情尽快过去，美丽的春天尽快来临。
527,29,,相信很快就会胜利的！加油！辛苦了医护人员！
528,29,,植物医生国货之光??????
529,29,,都好棒
530,29,,第一名是我们的国货啊！国货啊！
531,29,,Fighting????
532,29,,植物医生很棒??
533,29,,植物医生超棒
534,29,,陈伟霆代言的植物医生很好用太棒了支持国产支持小植
535,29,,植物医生很好用太棒了支持国产支持小植
536,29,,植物医生好棒，有社会责任感的民族企业 以后一定多多支持
537,29,,植物医生太棒了
538,29,,植物医生棒棒哒因为我哥代言的关系所以就买来一直用，很好用相信国货品牌
539,29,,真心的感谢他们，武汉你并不孤单，加油 评论配图
540,29,,植物医生棒棒哒 支持国产品牌
541,29,,抗击疫情我们在行动，我们都在防控的道路上，一起加油吧
542,29,,国货品牌营业额利润远远不如外企，看看那几个外资大集团才捐了几个钱??呵呵
543,29,,加油吧武汉，希望这场战争赶紧过去！
544,29,,
545,29,,好
546,29,,嘉人
547,29,,
548,29,,
549,29,,
550,29,,
551,29,,
552,29,,真棒????
553,29,,不错
554,29,,
555,29,,
556,29,,????
557,29,,加油
558,29,,
559,29,,
560,29,,加油加油加油
561,29,,加油
562,29,,
563,29,,抗疫
564,29,,
565,29,,
566,29,,
567,29,,
568,29,,
569,29,,
570,29,,
571,29,,
572,29,,
573,29,,
574,29,,植物医生棒棒哒！
575,29,,??
576,29,,加油
577,29,,植物医生棒棒，产品特别好用
578,29,,共克时艰
579,29,,
580,29,,
581,29,,
582,29,,
583,29,,
584,29,,啦啦
585,29,,
586,29,,加油
587,29,,
588,29,,加油
589,29,,
590,29,,
591,29,,
592,29,,
593,29,,一起抗疫情
594,29,,
595,29,,
596,29,,
597,29,,1
598,29,,
599,29,,
600,29,,
601,29,,加油
602,29,,
603,29,,
604,29,,
605,29,,武汉加油，中国加油????
606,29,,武汉加油！中国加油！
607,29,,武汉加油
608,29,,武汉加油，中国加油
609,29,,
610,29,,好棒
611,29,,武汉加油
612,29,,武汉加油，中国加油
613,29,,
614,29,,加油
615,29,,让我们为武汉加油??，为中国加油??，一定可以胜利
616,29,,要相信我们的祖国一定可以战胜这场疫情的
617,29,,谢谢你们！！我的热干面一定要快点好起来
618,29,,植物医生真棒！产品也很好用！
619,29,,不要捐到红?！！！
620,29,,植物医生粉了 我买！！！
621,29,,各行各业都在贡献着自己的爱心。这是大爱！武汉加油！
622,29,,中国加油，武汉加油，感谢这些企业所贡献所帮助的一份力
623,29,,??
624,29,,
625,29,,
626,29,,加油武汉
627,29,,武汉。加油。一定要好起来。顺顺利利
628,29,,植物医生好棒
629,29,,
630,29,,加油
631,29,,
632,29,,??
633,29,,加油??
634,29,,
635,29,,各行各业都献出了自己的力量 大家加油啊
636,29,,武汉加油，爱心捐赠不论多少献出爱心就行
637,29,,我们不轻言放弃，不传谣、不害怕、我们要好好保护自己。
638,29,,各行各业都献出了自己的力量，武汉加油！
639,29,,
640,29,,中国加油 武汉加油 在这里看到了爱心的汇聚 汇聚化妆品行业的企业责任！
641,29,,植物医生
642,29,,
643,29,,
644,29,,植物医生太棒了
645,29,,植物医生好棒！！！！
646,29,,植物医生太棒了，本来中国品牌立足就不容易，还捐的最多，以后化妆品只买植物医生
647,29,,植物医生真的很不错
648,29,,植物医生真棒
649,29,,小植棒棒哒！
650,29,,植物医生????
651,29,,植物医生
652,29,,植物医生
653,29,,植物医生我一直在用
654,29,,小植超棒！！
655,29,,
656,29,,
657,29,,
658,29,,点赞点赞 真的是一方有难 八方支援
659,29,,加油！
660,29,,阿芙精油也很棒哦 全部捐成物资
661,29,,还有至本
662,29,,一方有难，八方援。真暖心呢！ 评论配图
663,29,,这就是中国，一个团结的中国????，让我们为武汉加油，打气
664,29,,危难时刻全国人民都团结一心，共同抵抗 评论配图
665,29,,植物医生太有心了 前三个品牌 有两个是陈伟霆代言的
666,29,,植物医生棒棒哒??
