时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月17日 07:02,4461616706347092,和谐宽城,3977845423,28,31,62,"
                    【动画科普冠状病毒，做好日常防护措施不必惊慌】武汉病毒性肺炎疫情引发社会广泛关注，经过专家组病原检测，病原体初步判定为新型冠状病毒。而在2002年的非典SARS，2012年的中东呼吸综合征，也是由冠状病毒感染引发。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体，整个病毒颗粒就像一顶帝王的皇冠，因此得名“冠状病毒”。那么，冠状病毒是什么？有什么特点？新型病毒传人吗？在流感高发季，我们应该如何预防被感染？LN视频的微博视频   #武汉冠状病毒肺炎新增死亡1例# 收起全文d
                ",1.0
2020年01月17日 07:04,4461617066744667,蓝鲸财经记者工作平台,1885454921,54,54,135,"
                    【#武汉新型冠状病毒肺炎新增死亡1例#】16日，武汉市卫健委通报称：2020年1月15日0—24时，无新增新型冠状病毒感染的肺炎病例，治愈出院5例，新增死亡病例1例。死者熊某某，男，69岁。截至目前，累计报告新型冠状病毒感染的肺炎病例41例，已治愈出院12例，在治重症5例，死亡2例，其余患者病情稳定。累计追踪密切接触者763人，已解除医学观察644人，尚在接受医学观察119人，密切接触者中，没有发现相关病例。 收起全文d
                ",-4
2020年01月17日 07:35,4461624779446720,联合国新闻,1952262350,7,20,49,"
                    【@世界卫生组织 ：在其他国家进一步发现#新型冠状病毒# 是可能的】今天#日本确认首例新型冠状病毒病例# ，#武汉冠状病毒肺炎新增死亡1例# ，世卫组织表示，考虑到当前的全球旅行模式，“在其他国家进一步发现病例是可能的”。世卫组织表示，当前对这一病毒的认识仍然十分有限，其传播方式、临床特征和扩散范围尚不清楚，病原体也还未找到。基于目前已知信息，世卫组织不建议实行旅行或贸易限制，但同时提醒，在旅行前、中、后一旦发生呼吸道症状，须及时就医并告知旅行历史。O网页链接 收起全文d
                ",13.0
2020年01月17日 07:19,4461620858530579,中国新闻周刊,1642512402,44,18,106,"
                    【#武汉新型冠状病毒感染的肺炎最新通报#：新增死亡病例1例】#武汉冠状病毒肺炎新增死亡1例# 2020年1月15日0—24时，我市无新增新型冠状病毒感染的肺炎病例，治愈出院5例，新增死亡病例1例。死者熊某某，男，69岁，2019年12月31日发病，2020年1月4日病情加重，转入武汉市金银潭医院救治，入院时患有严重心肌炎（心肌酶达到正常值20倍，心电异常）；肾功能异常；多脏器功能受损严重；胸部CT提示肺纤维病灶及胸水、胸膜增厚，考虑有肺结核、胸膜结核疾病，于1月15日00:45因抢救无效死亡。截至目前，我市累计报告新型冠状病毒感染的肺炎病例41例，已治愈出院12例，在治重症5例，死亡2例，其余患者病情稳定。@人民日报 收起全文d
                ",-15.0
2020年01月17日 07:52,4461629108063509,界面新闻,5182171545,10,22,26,"
                    【#武汉冠状病毒肺炎新增死亡1例#】截至目前，武汉市累计报告新型冠状病毒感染的肺炎病例41例，已治愈出院12例，在治重症5例，死亡2例，其余患者病情稳定，患者均在武汉市定点医疗机构接受隔离治疗。2020年1月15日0—24时，无新增新型冠状病毒感染的肺炎病例，治愈出院5例，新增死亡病例1例。死者熊某某，男，69岁。O武汉新增一例新型冠状病毒感染肺炎死亡病例 收起全文d
                ",-8
2020年01月17日 10:25,4461667615770968,春雨医生,1893826915,4,35,22,"
                    【最新指南！WHO 2019新型冠状病毒指南（中文首译版）新鲜出炉！】2019年12月以来，湖北省武汉市发现多起病毒性肺炎病例，经相关病毒分型检测，2020年1月7日，实验室检出一种新型冠状病毒，1月10日完成了病原核酸检测，1月12日，世界卫生组织正式将造成武汉肺炎疫情的新型冠状病毒命名为“2019新型冠状病毒(2019-nCoV)”。同时，世界卫生组织于同日发布了针对疑似新型冠状病毒感染造成严重急性呼吸道感染的临床处置指南。作为WHO发布的2019年版MERS冠状病毒感染造成严重急性呼吸道感染临床处置指南的姊妹篇，本指南是针对2019新型冠状病毒指南的第一版。本指南意在临床医生处理疑似新型冠状病毒感染造成严重急性呼吸道感染（SARI）的成人或儿童患者时提供建议，本指南并非替代临床判断或专家意见，而是为强化临床处理提供最新的指导。提供的最佳医疗实践措施中包括感染预防与控制（IPC）及对重症病患的最佳的支持都是基本的应对策略。（内容来源：华山感染）O最新指南！WHO 2019新型冠状病毒指南（中文首译版）新鲜出炉！ 收起全文d
                ",2.0
2020年01月17日 11:13,4461679704039100,翟医师,1743400230,53,339,268,"
                    关心新型冠状病毒的，可以看看这篇报道，解释了为什么国内只有武汉有这个病。 ​                ",1
2020年01月17日 11:11,4461679335442129,凤凰李淼,1916468595,45,28,221,"
                    新型冠状病毒肺炎，日本专家认为：1）病毒与非典有一些相似之处，但传染力、病原性更低更弱  2）尚无特效药，今后要监督遗传基因如何变异。 ​                ",-0.5
今天13:19,4593982921772852,回忆专用小马甲,3217179555,905,675,2130,"
                    家里的睡觉氛围组……不说了，被整困了 ​                ",-1
今天13:10,4593980824885201,说给玫瑰,6039346337,1468,2406,19738,"
                    #赵丽颖给王一博画大双眼皮#这么漂亮的眼睛，这么动人的眼神，爱意和苦难都在眼底藏着呢，重头心无旁骛看有翡，还是很爱谢允L酒柒85-21的微博视频 ​​​                ",4
今天13:00,4593978164654466,不要回头·肖战,7384945358,2185,9552,12531,"
                    肖战 @X玖少年团肖战DAYTOY ​                ",0
今天12:54,4593976684842229,阿粪青,2726698224,4548,6296,32413,"
                    #这狗子也太聪明了吧# 你就说了一句玩具又乱扔 她就知道要收拾？？？？？这也太聪明了吧#新年开新事#  L阿粪青的微博视频 ​                ",6.0
今天12:54,4593976680910127,陈立农,6408414755,19190,43551,58847,"
                    你今天还OK？ ​                ",0
今天13:07,4593979897940891,北京日报,1893892941,442,583,6756,"
                    【#吉林此次疫情出现1传81超长传播链#】#吉林通化新增49名无症状#据吉林省卫健委今晨通报，1月15日，吉林省新增13例无症状感染者，均在公主岭市，与1月13日通报的无症状感染者3在公主岭市范家屯镇艾尚瀚邦养生会馆培训授课有关。刚刚，在通化市召开的疫情防控第三场新闻发布会上，通化市新型冠状病毒 ​                ",4
今天13:16,4593982325399398,戚薇,1261700994,22070,31228,49314,"
                    玩相机贴纸玩到不亦乐乎的小寿星，我的lucky乖，6岁生日快乐🎂。。。要替她感谢所有爱她保护她关注她的爷爷奶奶叔叔阿姨哥哥姐姐弟弟妹妹们。。。谢谢大家的祝福，你们的爱是她最大的福气，也是最宝贵的礼物，希望她可以带着这份lucky继续健康快乐的成长。。。谢谢大家！比心！[米妮爱你][米妮爱你] ​                ",24.0
今天13:19,4593982921772852,回忆专用小马甲,3217179555,956,681,2300,"
                    家里的睡觉氛围组……不说了，被整困了 ​                ",-1
今天13:04,4593979133790354,暴露狂小宇,1597243617,7,31,26046,"
                    #爸妈能有什么坏心思呢# 下面几句话哪句爸妈对你讲的最多？ ​                ",2
今天12:54,4593976684842229,阿粪青,2726698224,4763,6647,37815,"
                    #这狗子也太聪明了吧# 你就说了一句玩具又乱扔 她就知道要收拾？？？？？这也太聪明了吧#新年开新事#  L阿粪青的微博视频 ​                ",6.0
今天13:19,4593982921772852,回忆专用小马甲,3217179555,845,669,1914,"
                    家里的睡觉氛围组……不说了，被整困了 ​                ",-1
今天13:00,4593978164654466,不要回头·肖战,7384945358,2025,8937,11593,"
                    肖战 @X玖少年团肖战DAYTOY ​                ",0
今天13:29,4593985643350217,THE9-孔雪儿,1885611142,13374,66100,99013,"
                    #2021有你真好# 温暖的后台和乱哄哄的我们哈哈哈～开心极啦！！🍿🍿🍿    三个~顶楼入迷者～ LTHE9-孔雪儿的微博视频 @THE9-安崎 @THE9-陆柯燃 ​                ",8.0
今天12:54,4593976684842229,阿粪青,2726698224,4299,5960,26300,"
                    #这狗子也太聪明了吧# 你就说了一句玩具又乱扔 她就知道要收拾？？？？？这也太聪明了吧#新年开新事#  L阿粪青的微博视频 ​                ",6.0
今天13:10,4593980824885201,说给玫瑰,6039346337,1392,2269,18819,"
                    #赵丽颖给王一博画大双眼皮#这么漂亮的眼睛，这么动人的眼神，爱意和苦难都在眼底藏着呢，重头心无旁骛看有翡，还是很爱谢允L酒柒85-21的微博视频 ​​​                ",4
今天13:19,4593982921772852,回忆专用小马甲,3217179555,934,676,2214,"
                    家里的睡觉氛围组……不说了，被整困了 ​                ",-1
今天13:07,4593979897940891,北京日报,1893892941,434,564,6604,"
                    【#吉林此次疫情出现1传81超长传播链#】#吉林通化新增49名无症状#据吉林省卫健委今晨通报，1月15日，吉林省新增13例无症状感染者，均在公主岭市，与1月13日通报的无症状感染者3在公主岭市范家屯镇艾尚瀚邦养生会馆培训授课有关。刚刚，在通化市召开的疫情防控第三场新闻发布会上，通化市新型冠状病毒 ​                ",4
今天13:29,4593985643350217,THE9-孔雪儿,1885611142,17124,68095,105482,"
                    #2021有你真好# 温暖的后台和乱哄哄的我们哈哈哈～开心极啦！！🍿🍿🍿    三个~顶楼入迷者～ LTHE9-孔雪儿的微博视频 @THE9-安崎 @THE9-陆柯燃 ​                ",8.0
今天13:10,4593980824885201,说给玫瑰,6039346337,1494,2448,20147,"
                    #赵丽颖给王一博画大双眼皮#这么漂亮的眼睛，这么动人的眼神，爱意和苦难都在眼底藏着呢，重头心无旁骛看有翡，还是很爱谢允L酒柒85-21的微博视频 ​​​                ",4
今天13:01,4593978382490868,Happy张江,2709577332,31,12,6339,"
                    投票：“皴裂”怎么读？#没事就爱侃大山# “皴裂”怎么读？ ​                ",0
今天12:54,4593976680910127,陈立农,6408414755,18495,43113,51865,"
                    你今天还OK？ ​                ",0
今天13:00,4593978164654466,不要回头·肖战,7384945358,2025,8937,11593,"
                    肖战 @X玖少年团肖战DAYTOY ​                ",0
今天13:29,4593985643350217,THE9-孔雪儿,1885611142,13374,66100,99013,"
                    #2021有你真好# 温暖的后台和乱哄哄的我们哈哈哈～开心极啦！！🍿🍿🍿    三个~顶楼入迷者～ LTHE9-孔雪儿的微博视频 @THE9-安崎 @THE9-陆柯燃 ​                ",8.0
今天12:54,4593976684842229,阿粪青,2726698224,4299,5960,26300,"
                    #这狗子也太聪明了吧# 你就说了一句玩具又乱扔 她就知道要收拾？？？？？这也太聪明了吧#新年开新事#  L阿粪青的微博视频 ​                ",6.0
今天13:16,4593982325399398,戚薇,1261700994,21752,30986,43219,"
                    玩相机贴纸玩到不亦乐乎的小寿星，我的lucky乖，6岁生日快乐🎂。。。要替她感谢所有爱她保护她关注她的爷爷奶奶叔叔阿姨哥哥姐姐弟弟妹妹们。。。谢谢大家的祝福，你们的爱是她最大的福气，也是最宝贵的礼物，希望她可以带着这份lucky继续健康快乐的成长。。。谢谢大家！比心！[米妮爱你][米妮爱你] ​                ",24.0
2020年01月18日 00:24,4461878707513291,头条新闻,1618051664,1991,935,11755,"
                    【武汉通报新型冠状病毒肺炎最新疫情：新增4例】武汉市卫生健康委员会关于新型冠状病毒感染的肺炎情况通报2020年1月16日0—24时，治愈出院3例，无新增死亡病例。经国家、省市专家组对患者临床表现、流行病学史、实验室检测结果等综合研判，我市新增4例新型冠状病毒感染的肺炎病例，目前，新增病例已安排转院至武汉市金银潭医院救治，所有病例病情稳定，无危重症，病例发病时间集中在1月5日至8日，相关流行病学调查和密切接触者搜寻工作正在开展中。另，泰国、日本各通报诊断1例来自武汉市的新型冠状病毒感染的肺炎病例。目前，泰国诊断病例正在住院治疗中；日本诊断病例已康复出院。国内密切接触者正在开展追踪和医学观察中。截至目前，我市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定，患者均在武汉市定点医疗机构接受隔离治疗。累计追踪密切接触者763人，已解除医学观察665人，尚在接受医学观察98人，密切接触者中，没有发现相关病例。2020年1月17日 收起全文d
                ",5
2020年01月18日 00:32,4461880913248954,长江日报,1898268644,9,16,18,"
                    #武汉新增4例新型冠状病毒肺炎病例# 关于我市新型冠状病毒感染的肺炎防控工作有关情况（2020年1月17日）一、关于新增病例的有关情况2020年1月16日，省、市专家依据患者的临床表现、流行病学史，以及利用国家刚下发的诊断试剂盒检测出的结果，新认定新型冠状病毒感染的肺炎病例4例。4名患者均为男性，于2020年1月5日至8日期间发病、1月8日至13日入院治疗，经治疗后症状好转，目前病情稳定，现已转运至武汉市金银潭医院集中治疗。4名新增病例相关流行病学调查正在进一步进行中，其密切接触者也正在追踪中。二、关于近期疫情防控的主要措施进一步做好各级医疗机构预检分诊和发热门诊管理工作，早发现、早隔离、早治疗。继续对华南海鲜批发市场、市内其他农集贸市场及相关医院、病人和密切接触者居住环境进行卫生消杀。开展以“整治环境，清洁家园，干干净净迎佳节”为主题的爱国卫生运动，倡导健康生活方式。三、关于境外确诊病例密切接触者相关情况追踪到泰国首例确诊患者密切接触者17人，全部纳入医学观察，其中1名出现低热、轻微咳嗽症状，已转至定点医院治疗，其余未见异常；已获取泰国通报的第二例患者同行人员信息，对其家庭密切接触者正开展追踪；对日本通报的确诊病例患者，已追踪到4名家庭密切接触者，均已纳入医学观察。（来源：武汉市卫生健康委员会） 收起全文d
                ",25.0
2020年01月18日 00:48,4461884776187872,新浪湖北,2049389352,5,13,21,"
                    关于我市新型冠状病毒感染的肺炎防控工作有关情况（2020年1月17日）一、关于新增病例的有关情况2020年1月16日，省、市专家依据患者的临床表现、流行病学史，以及利用国家刚下发的诊断试剂盒检测出的结果，新认定新型冠状病毒感染的肺炎病例4例。4名患者均为男性，于2020年1月5日至8日期间发病、1月8日至13日入院治疗，经治疗后症状好转，目前病情稳定，现已转运至武汉市金银潭医院集中治疗。4名新增病例相关流行病学调查正在进一步进行中，其密切接触者也正在追踪中。#武汉新增4例新型冠状病毒肺炎病例#二、关于近期疫情防控的主要措施进一步做好各级医疗机构预检分诊和发热门诊管理工作，早发现、早隔离、早治疗。继续对华南海鲜批发市场、市内其他农集贸市场及相关医院、病人和密切接触者居住环境进行卫生消杀。开展以“整治环境，清洁家园，干干净净迎佳节”为主题的爱国卫生运动，倡导健康生活方式。三、关于境外确诊病例密切接触者相关情况追踪到泰国首例确诊患者密切接触者17人，全部纳入医学观察，其中1名出现低热、轻微咳嗽症状，已转至定点医院治疗，其余未见异常；已获取泰国通报的第二例患者同行人员信息，对其家庭密切接触者正开展追踪；对日本通报的确诊病例患者，已追踪到4名家庭密切接触者，均已纳入医学观察。（来源：武汉市卫生健康委员会） 收起全文d
                ",25.0
2020年01月18日 00:32,4461880711756279,一点资讯,3515267842,1,10,19,"
                    【武汉新增4例新型冠状病毒肺炎病例 累计报告45例】武汉市卫健委：我市新增4例新型冠状病毒感染的肺炎病例，4名患者均为男性，于2020年1月5日至8日期间发病、1月8日至13日入院治疗。目前累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例。O武汉新增4例新型冠状病毒肺炎病例 累计报告45例 ​                ",-1
2020年01月18日 00:37,4461882075323559,新浪湖北,2049389352,8,7,11,"
                    【武汉市卫生健康委员会关于新型冠状病毒感染的肺炎情况通报】2020年1月16日0—24时，治愈出院3例，无新增死亡病例。经国家、省市专家组对患者临床表现、流行病学史、实验室检测结果等综合研判，我市新增4例新型冠状病毒感染的肺炎病例，目前，新增病例已安排转院至武汉市金银潭医院救治，所有病例病情稳定，无危重症，病例发病时间集中在1月5日至8日，相关流行病学调查和密切接触者搜寻工作正在开展中。另，泰国、日本各通报诊断1例来自武汉市的新型冠状病毒感染的肺炎病例。目前，泰国诊断病例正在住院治疗中；日本诊断病例已康复出院。国内密切接触者正在开截至目前，我市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定，患者均在武汉市定点医疗机构接受隔离治疗。累计追踪密切接触者763人，已解除医学观察665人，尚在接受医学观察98人，密切接触者中，没有发现相关病例。（来源：武汉市卫生健康委员会）#武汉新增4例新型冠状病毒肺炎病例# 收起全文d
                ",5
2020年01月18日 00:22,4461878233767919,尼克安闲,1903951291,6,16,7,"
                    #武汉不明肺炎##跟新浪看热点#  武汉新增4例新型冠状病毒肺炎病例 累计报告45例 O武汉新增4例新型冠状病毒肺炎病例 累计报告45例 ​                ",0
2020年01月18日 03:23,4461923850720694,王冰汝,2174585797,378,348,3859,"
                    #武汉新增4例新型冠状病毒肺炎病例# 从武汉飞往美国洛杉矶，旧金山和纽约肯尼迪国际机场的乘客，即日起，抵达美国后将会被要求进行检查。美国疾病控制与预防中心人员将会为乘客测量体温，询问乘客症状，在武汉去过什么地方。如果出现病毒感染，将会被送到指定地点隔离。每周从武汉到这三个机场的乘客大约5000人。 收起全文d
                ",2
今天13:00,4593978164654466,不要回头·肖战,7384945358,1894,8374,10796,"
                    肖战 @X玖少年团肖战DAYTOY ​                ",0
今天12:54,4593976680910127,陈立农,6408414755,17677,42612,48540,"
                    你今天还OK？ ​                ",0
今天12:54,4593976684842229,阿粪青,2726698224,4081,5699,21624,"
                    #这狗子也太聪明了吧# 你就说了一句玩具又乱扔 她就知道要收拾？？？？？这也太聪明了吧#新年开新事#  L阿粪青的微博视频 ​                ",6.0
今天13:04,4593979133790354,暴露狂小宇,1597243617,4,25,19676,"
                    #爸妈能有什么坏心思呢# 下面几句话哪句爸妈对你讲的最多？ ​                ",2
今天13:07,4593979897940891,北京日报,1893892941,387,464,5866,"
                    【#吉林此次疫情出现1传81超长传播链#】#吉林通化新增49名无症状#据吉林省卫健委今晨通报，1月15日，吉林省新增13例无症状感染者，均在公主岭市，与1月13日通报的无症状感染者3在公主岭市范家屯镇艾尚瀚邦养生会馆培训授课有关。刚刚，在通化市召开的疫情防控第三场新闻发布会上，通化市新型冠状病毒 ​                ",4
2020年01月18日 09:29,4462015907219240,凤凰网,2615417307,736,525,5467,"
                    【#台湾发现四宗疑似武汉肺炎病例#：两例为武汉直航登机检疫发现，另两例到访过武汉】武汉新型冠状病毒感染的肺炎疫情升温，台湾发布警示，从2019年12月31号起，针对武汉直航机严格实施登机检疫，目前已有四名通报个案。台湾疾病管制署副署长庄人祥介绍：这四例里面，有两例是登机检疫被发觉出来，符合第五类传染病的病例；另一例不是在直航的飞机，而是在发烧筛检站里面被找出来，有武汉旅游史；还有一例是医院提报，病人进到台湾之后开始发烧，有武汉旅游史。  L凤凰网的微博视频 收起全文d
                ",-2
2020年01月18日 08:01,4461993706731248,人民日报,2803301701,1259,570,10019,"
                    【#武汉新增4例新型冠状病毒肺炎病例#】武汉市卫健委18日关于新型冠状病毒感染的肺炎情况通报：1月16日0—24时，治愈出院3例，无新增死亡病例。经专家组综合研判，我市新增4例新型冠状病毒感染的肺炎病例，目前，新增病例已安排转院救治，所有病例病情稳定，无危重症。截至目前，我市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定，均在接受隔离治疗。 收起全文d
                ",-1
2020年01月18日 08:48,4462005711240018,央视新闻,2656274875,444,348,3149,"
                    【#武汉新增4例新型冠状病毒肺炎病例#】今天，武汉市卫健委发布关于新型冠状病毒感染的肺炎情况通报称：16日0—24时，治愈出院3例，无新增死亡病例。经专家组综合研判，武汉市新增4例新型冠状病毒感染的肺炎病例，目前已安排转院救治，所有病例病情稳定。截至目前，武汉市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定。（总台央视记者倪晶依） 收起全文d
                ",-2
2020年01月18日 08:01,4461993874482713,高冷与帅,7166036114,72,77,538,"
                    #武汉新增4例新型冠状病毒肺炎病例# 这个病毒的起因是什么的？ 大家应该如何防范这种病毒呢 ？  期待 有关单位会给我们报道出来  [米奇比心][米奇比心] L伪装美男子的微博视频 ​                ",2
2020年01月18日 08:02,4461994092634518,人民网,2286908003,142,86,790,"
                    【武汉#新增4例新型冠状病毒肺炎病例#】武汉市卫健委18日关于新型冠状病毒感染的肺炎情况通报：1月16日0—24时，治愈出院3例，无新增死亡病例。经专家组综合研判，我市新增4例新型冠状病毒感染的肺炎病例，目前，新增病例已安排转院救治，所有病例病情稳定，无危重症。截至目前，我市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定，均在接受隔离治疗。O网页链接 收起全文d
                ",-1
2020年01月18日 09:30,4462016233836001,共青团中央,3937348351,368,133,2765,"
                    【#武汉新增4例新型冠状病毒肺炎病例#】今天，武汉市卫健委发布关于新型冠状病毒感染的肺炎情况通报称：16日0—24时，治愈出院3例，无新增死亡病例。经专家组综合研判，武汉市新增4例新型冠状病毒感染的肺炎病例，目前已安排转院救治，所有病例病情稳定。截至目前，武汉市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定。@央视新闻 收起全文d
                ",-2
2020年01月18日 09:42,4462019178315627,Vista看天下,1323527941,98,72,199,"
                    【#武汉新增4例新型冠状病毒肺炎病例#】今天，武汉市卫健委发布关于新型冠状病毒感染的肺炎情况通报称：16日0—24时，治愈出院3例，无新增死亡病例。经专家组综合研判，武汉市新增4例新型冠状病毒感染的肺炎病例，目前已安排转院救治，所有病例病情稳定。截至目前，武汉市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定。 收起全文d
                ",-2
2020年01月18日 08:00,4461993635134724,环球时报,1974576991,108,36,338,"
                    【#武汉新增4例新型冠状病毒肺炎病例# 治愈出院3例】18日，武汉市卫健委在官网发布关于新型冠状病毒感染的肺炎防控工作情况通报：1月16日，治愈出院3例，无新增死亡病例。经专家组综合研判，我市新增4例新型冠状病毒感染的肺炎病例，所有病例病情稳定，无危重症。截至目前，武汉市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定，均在接受隔离治疗。（中国新闻网） 收起全文d
                ",-1
2020年01月18日 09:41,4462018877171748,每日经济新闻,1649173367,12,19,49,"
                    【#武汉新增4例新型冠状病毒肺炎病例#】今天，武汉市卫健委发布关于新型冠状病毒感染的肺炎情况通报称：16日0—24时，治愈出院3例，无新增死亡病例。经专家组综合研判，武汉市新增4例新型冠状病毒感染的肺炎病例，目前已安排转院救治，所有病例病情稳定。截至目前，武汉市累计报告新型冠状病毒感染的肺炎病例45例，已治愈出院15例，在治重症5例，死亡2例，其余患者病情稳定。 收起全文d
                ",-2
2020年01月18日 09:38,4462018277251428,习五一,1442246695,36,23,206,"
                    【#台湾发现四宗疑似武汉肺炎病例#：两例为武汉直航登机检疫发现，另两例到访过武汉】武汉新型冠状病毒感染的肺炎疫情升温，台湾发布警示，从2019年12月31号起，针对武汉直航机严格实施登机检疫，目前已有四名通报个案。台湾疾病管制署副署长庄人祥介绍：这四例里面，有两例是登机检疫被发觉出来，符合第五类传染病的病例；另一例不是在直航的飞机，而是在发烧筛检站里面被找出来，有武汉旅游史；还有一例是医院提报，病人进到台湾之后开始有发烧，有武汉旅游史。  L凤凰网的微博视频 收起全文d
                ",-2
