时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月09日 09:54,4458760682942214,财经新媒体,2660807713,1,2,1,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒# 】@央视新闻 记者从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。O网页链接 收起全文d
                ",5
2020年01月09日 09:54,4458760657694928,lovely兔2011,2285495060,0,0,0,"
                    武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 ​                ",-2
2020年01月09日 09:53,4458760544125556,黑龙江-粮贩子,1876189657,0,4,6,"
                    武汉不明原因的病毒性肺炎疫情病原学鉴定传来重要进展。据央视网报道，截至1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。病原检测结果初步评估专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。组织实验室采用基因组测序、核酸检测、病毒分离等方法对病人的肺泡灌洗液、咽拭子、血液等样本进行病原学检测。专家组表示，确认引起某流行性疾病的病原，通常要满足以下几点：可疑病原须在病人中均有发现，在病人临床样本中可检测到病原核酸；从病人临床样本中可成功分离到病原；分离的病原感染宿主动物后可引起相同的疾病症状。而病人恢复期血清中该病原的抗体滴度有4倍升高，可帮助确定病原。从病人中发现病原的核酸、基因组和抗体证据，短期内可以完成。病原的分离和致病性鉴定等科学研究，则需要数周时间。针对一种新发病原体的特效药物和疫苗研发可能需要数年时间来完成。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒，下一步需结合病原学研究、流行病学调查和临床表现进行专家研判。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体，于1937年首次从鸡身上分离得到。1965年，科学家从普通感冒病人鼻洗液中分离出第一株人的冠状病毒。这类病毒颗粒的表面有许多规则排列的突起，整个病毒颗粒形同皇冠，因此得名“冠状病毒”。冠状病毒只感染人、鼠、猪、猫、犬、禽类脊椎动物。冠状病毒科包含α、β、γ和δ属的近20种病毒，其中已知能感染人体的冠状病毒共有6种。其中，4种冠状病毒在人群中较为常见，致病性较低，一般仅引起类似普通感冒的轻微呼吸道症状。另外两种冠状病毒——严重急性呼吸综合征（SARS）冠状病毒和中东呼吸综合征（MERS）冠状病毒可引起严重的呼吸系统疾病。引起此次疫情的新型冠状病毒不同于已发现的人类冠状病毒，对该病毒的深入了解需要进一步科学研究。 L黑龙江-粮贩子的微博视频 收起全文d
                ",15.0
2020年01月09日 09:53,4458760531510346,童年村头小河,1956931350,0,0,0,"
                    武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒O武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒  分享自大小新闻客户端 ​                ",-2
2020年01月09日 09:53,4458760514411447,乐享微医,6525995405,0,0,1,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# #武汉8名不明原因肺炎患者治愈出院# 悬着的一颗心终于落下了，平安就好。另外，就武汉不明原因的病毒性肺炎疫情病原学鉴定，专家组认为，本次病毒性肺炎病例的病原体初步判断为新型冠状病毒，对该病毒的防治还需进一步研究。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体，可以感染人、猪、牛、猫、犬、貂、骆驼、蝙蝠、老鼠等多种哺乳动物以及鸟类。日常防范可参照预防呼吸道感染疾病措施：如保暖、洗手、通风、勿过度疲劳及勿接触病人，少去人多的公共场所等。 收起全文d
                ",-3.0
2020年01月09日 09:53,4458760485240808,葛林-联创世华,2385373797,0,0,0,"
                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。 （央视） 收起全文d
                ",3
2020年01月09日 09:53,4458760451856360,群众新闻网,3019319754,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。O网页链接 收起全文d
                ",0
2020年01月09日 09:53,4458760447378428,明喆集团,6307291717,0,0,0,"
                    #武汉发现不明原因肺炎# 武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒O武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒 ​                ",-3
2020年01月09日 09:53,4458760401369726,老怪中国blog,3996792112,0,0,2,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#请普及如何预防和防止传染。 ​                ",0
2020年01月09日 09:52,4458760384978676,猪猪虾锦鲤,6986422741,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#还好控制了 ​                ",-1
2020年01月09日 09:52,4458760317507577,打里边出来一个人,1503261332,7,2,11,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 官方报道的（图一）我妈看到的（图二） ​                ",-1
2020年01月09日 09:52,4458760233637387,茜宝中个一千万,3335984734,0,0,1,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#保佑平安治疗 ​                ",1
2020年01月09日 09:52,4458760149532075,风中的凤疯,5887206147,0,0,0,"
                    指数高开高走，昨日跟着低吸的 今天冲高有差价可出,股市没有天天涨的，小孩也没有天天哭的，给你低吸的机会你不中用啊，昨天在3057点附近低吸的朋友 可以：低吸的高抛，不贪。 目前的地缘局势还不稳定今日看盘 @微博股票 #武汉不明原因肺炎病原体为新型冠状病毒# ​                ",-5.0
2020年01月09日 09:52,4458760141356577,川报攀西新闻,3982531008,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。@央视新闻 收起全文d
                ",0
2020年01月09日 09:51,4458760115881199,w汐墨w,5493953880,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#还真是新型病毒哇，希望能早日解决吧！最近嗓子不舒服总提心吊胆的 ​                ",1.0
2020年01月09日 09:51,4458760044852065,Shy哥的PalmAngels,6903161064,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#希望事情好起来，只是惊吓一场就好 ​                ",1
2020年01月09日 09:51,4458760027806571,hven李,2175265395,0,0,3,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#之前听到病人治愈出院，现在研究又取得重大进展，接连的好消息令人欣喜又心安。相较于非典，我们真的进步了很多。相信不能将我们彻底打倒的，只会让我们变得更好！ ​                ",0
2020年01月09日 09:51,4458760007034255,马黎明先生,3312353421,0,0,0,"
                    【新型冠状病毒！武汉不明原因肺炎“元凶”初步判定】  O网页链接 ​                ",-1
2020年01月09日 09:51,4458759994634079,芷宁棕榈,1415740533,0,0,5,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#据说已获得该病毒的全基因组序列，感觉有些放心了…… ​                ",1.5
2020年01月09日 09:51,4458759960773069,咪咕头条资讯,6077299654,0,0,1,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒# 已有患者治愈出院】武汉的不明原因肺炎病毒引发全网关注，目前，造谣是非典的相关人员，已经被处理，同时已经有患者治愈出院。研究人员获得了，该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。L最新进展！武汉不明原因肺炎病原体为新型冠状病毒 收起全文d
                ",0
2020年01月09日 09:51,4458759952573760,美国侨报网,1823184085,0,4,4,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 【初步判定！武汉不明原因肺炎病原体为新型冠状病毒】就武汉不明原因病毒性肺炎疫情病原学鉴定进展问题，病原检测结果初步评估专家组表示，截至北京时间7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。O网页链接 收起全文d
                ",-1
2020年01月09日 09:51,4458759919174236,不会说人话的猫,5531187216,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#真的是哪里都能见到一群牧洋狗，怎么今天不忙着帮你美爹洗了在这里带节奏 ​                ",1
2020年01月09日 09:51,4458759902914172,大魔王紫星,1399762784,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# ​                ",-1
2020年01月09日 09:50,4458759881311296,武侯发布,1964974191,2,10,4,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视新闻） 收起全文d
                ",0
2020年01月09日 09:50,4458759780380401,河南法制报,1479040710,1,4,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视新闻）⑦ 收起全文d
                ",0
2020年01月09日 09:50,4458759772187198,中国交通广播,2789194754,0,2,3,"
                    11点 锁定 FM99.6 @国家应急广播 高速加油站【天气便利店】2020年第二轮雨雪天气过程今天拉开帷幕【突发应急资讯全媒体扫描】武汉不明原因病毒性肺炎疫情病原体初步判定为新型冠状病毒【警法最前线】忽视路口让行标志，越野车撞翻小货车 ​                ",-3.0
2020年01月09日 09:50,4458759768261270,文立邦小洛依,3216434562,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#太牛逼了，已经想到了对策，一定要加油呀 ​                ",1
2020年01月09日 09:49,4458759625230452,临汾汇,2483274273,0,0,1,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。 收起全文d
                ",0
2020年01月09日 09:49,4458759621034338,多彩贵州网,1960601312,0,0,2,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视记者史迎春） 收起全文d
                ",0
2020年01月09日 09:49,4458759558192253,安徽城市之声,2253688924,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视记者史迎春） 收起全文d
                ",0
2020年01月09日 09:49,4458759520796858,围脖摘要,1696285514,1,4,0,"
                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为#新型冠状病毒#】1月9日，记者从病原检测结果初步评估专家组了解到，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。目前为止，已知的人类冠状病毒共有六种。其中四种冠状病毒在人群中较为常见，致病性较低，另外两种冠状病毒为严重急性呼吸综合征冠状病毒和中东呼吸综合征冠状病毒，也就是我们简称的SARS冠状病毒和MERS冠状病毒。『武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒』O武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒 收起全文d
                ",-3.0
2020年01月09日 09:49,4458759436444911,海贝妈,1897215183,0,0,1,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#查出来就好，求尽快发出预防方案，让孩子们远离病毒感染！特别是低层收入家庭，父母们不得不从事较为粗糙的劳动工作，预防家庭感染尤其重要！ 2重庆 ​                ",0.0
2020年01月09日 09:49,4458759424780243,网信甘孜,7211277988,0,0,0,"
                    #武汉发现不明原因肺炎# 就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。　　专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。　　组织实验室采用基因组测序、核酸检测、病毒分离等方法对病人的肺泡灌洗液、咽拭子、血液等样本进行病原学检测。　　专家组表示，确认引起某流行性疾病的病原，通常要满足以下几点：　　（1）可疑病原须在病人中均有发现，在病人临床样本中可检测到病原核酸；　　（2）从病人临床样本中可成功分离到病原；　　（3）分离的病原感染宿主动物后可引起相同的疾病症状。而病人恢复期血清中该病原的抗体滴度有4倍升高，可帮助确定病原。　　从病人中发现病原的核酸、基因组和抗体证据，短期内可以完成。病原的分离和致病性鉴定等科学研究，则需要数周时间。针对一种新发病原体的特效药物和疫苗研发可能需要数年时间来完成。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒，下一步需结合病原学研究、流行病学调查和临床表现进行专家研判。　　冠状病毒是一类主要引起呼吸道、肠道疾病的病原体。这类病毒颗粒的表面有许多规则排列的突起，整个病毒颗粒就像一顶帝王的皇冠，因此得名“冠状病毒”。冠状病毒除人类以外，还可感染猪、牛、猫、犬、貂、骆驼、蝙蝠、老鼠、刺猬等多种哺乳动物以及多种鸟类。目前为止，已知的人类冠状病毒共有六种。其中四种冠状病毒在人群中较为常见，致病性较低，一般仅引起类似普通感冒的轻微呼吸道症状。另外两种冠状病毒——严重急性呼吸综合征冠状病毒和中东呼吸综合征冠状病毒，也就是我们简称的SARS冠状病毒和MERS冠状病毒，可引起严重的呼吸系统疾病。引起此次疫情的新型冠状病毒不同于已发现的人类冠状病毒，对该病毒的深入了解需要进一步科学研究。来源：央视新闻 收起全文d
                ",17.0
2020年01月09日 09:49,4458759416131380,用户6398554381,6398554381,0,0,0,"
                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 ​                ",-3
2020年01月09日 09:48,4458759327597327,围脖摘要,1696285514,0,0,0,"
                    『武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒』O武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒 ​                ",-2
2020年01月09日 09:48,4458759247676156,泸州发布,2815494720,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。L全网最热视频的微博视频 收起全文d
                ",4.0
2020年01月09日 09:47,4458759122431447,益州社区,3578391497,0,0,0,"
                    #益州新闻# 【武汉不明原因肺炎病原体为新型冠状病毒】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视记者史迎春） 收起全文d
                ",0
2020年01月09日 09:47,4458759109619704,桐庐魔力鸟,5828293079,0,0,0,"
                    #武汉下雪#雪中的武汉，却是如沐春风，静穆而伟大 ​黄鹤楼#武汉不明原因肺炎病原体为新型冠状病毒# 武汉大学 ​                ",1
2020年01月09日 09:47,4458759105155051,我的糖糖不甜叻,3198573614,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#呜呜呜我一直咳嗽我咋办 2武汉 ​                ",-1
2020年01月09日 09:47,4458759059157777,湖南教育电视台,2617970297,0,0,2,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。 收起全文d
                ",0
2020年01月09日 09:47,4458759042588417,十四阿哥hao,6864183263,0,0,0,"
                    转 // #看点快报# 《武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒》 O网页链接 ​                ",-1
